8,20,27,42,43,26,27,19,13,2
20,36,54,59,64,44,42,55,39,22
36,48,33,36,36,52,44,44,44,27
34,45,24,26,32,31,31,56,50,39
24,47,30,31,30,27,42,36,48,35
17,62,46,41,29,25,39,34,64,27
24,57,43,44,42,39,40,43,58,31
17,54,46,58,49,41,44,35,58,30
23,59,57,67,59,74,47,49,41,21
6,17,30,49,46,29,38,16,14,5
