# Battleship Game Analysis Results
# Generated: 2025-10-23 13:20:11
# Comparison Type: three-bot-comparison

# THREE-WAY COMPARISON SUMMARY
Metric,Random Player,Random Target Player,Spaced Random Player,Winner
839,96,88,50,Spaced Random Player
840,92,87,60,Spaced Random Player
841,98,58,40,Spaced Random Player
842,100,58,48,Spaced Random Player
843,93,62,61,Spaced Random Player
844,97,73,44,Spaced Random Player
845,100,80,47,Spaced Random Player
846,94,82,56,Spaced Random Player
847,100,79,73,Spaced Random Player
848,91,58,57,Spaced Random Player
849,99,80,55,Spaced Random Player
850,98,63,94,Random Target Player
851,99,58,51,Spaced Random Player
852,90,59,72,Random Target Player
853,99,73,38,Spaced Random Player
854,96,87,51,Spaced Random Player
855,99,63,40,Spaced Random Player
856,99,54,57,Random Target Player
857,97,51,37,Spaced Random Player
858,90,61,81,Random Target Player
859,99,70,61,Spaced Random Player
860,91,52,52,Tie
861,88,83,42,Spaced Random Player
862,97,82,53,Spaced Random Player
863,97,82,49,Spaced Random Player
864,100,45,53,Random Target Player
865,96,66,56,Spaced Random Player
866,93,76,60,Spaced Random Player
867,94,54,52,Spaced Random Player
868,97,49,56,Random Target Player
869,90,50,45,Spaced Random Player
870,100,51,52,Random Target Player
871,99,40,46,Random Target Player
872,90,52,62,Random Target Player
873,92,49,62,Random Target Player
874,99,50,50,Tie
875,96,60,55,Spaced Random Player
876,93,62,56,Spaced Random Player
877,99,44,50,Random Target Player
878,100,81,76,Spaced Random Player
879,94,85,47,Spaced Random Player
880,92,44,63,Random Target Player
881,100,83,76,Spaced Random Player
882,98,76,36,Spaced Random Player
883,100,83,50,Spaced Random Player
884,96,41,98,Random Target Player
885,99,50,45,Spaced Random Player
886,89,69,43,Spaced Random Player
887,97,55,55,Tie
888,100,72,40,Spaced Random Player
889,93,78,53,Spaced Random Player
890,99,51,54,Random Target Player
891,92,67,44,Spaced Random Player
892,97,50,81,Random Target Player
893,96,61,64,Random Target Player
894,92,49,42,Spaced Random Player
895,96,67,60,Spaced Random Player
896,100,54,70,Random Target Player
897,91,90,47,Spaced Random Player
898,99,89,63,Spaced Random Player
899,95,86,58,Spaced Random Player
900,96,54,93,Random Target Player
901,98,86,54,Spaced Random Player
902,91,67,45,Spaced Random Player
903,95,53,56,Random Target Player
904,94,75,33,Spaced Random Player
905,94,68,85,Random Target Player
906,91,81,53,Spaced Random Player
907,83,70,66,Spaced Random Player
908,99,44,56,Random Target Player
909,99,49,56,Random Target Player
910,90,76,62,Spaced Random Player
911,100,50,85,Random Target Player
912,98,100,60,Spaced Random Player
913,100,82,39,Spaced Random Player
914,86,71,65,Spaced Random Player
915,99,79,53,Spaced Random Player
916,97,69,50,Spaced Random Player
917,99,83,48,Spaced Random Player
918,95,77,41,Spaced Random Player
919,94,71,64,Spaced Random Player
920,89,62,78,Random Target Player
921,99,65,67,Random Target Player
922,92,76,59,Spaced Random Player
923,100,48,65,Random Target Player
924,97,49,44,Spaced Random Player
925,95,97,58,Spaced Random Player
926,90,73,57,Spaced Random Player
927,100,79,62,Spaced Random Player
928,99,60,54,Spaced Random Player
929,97,87,62,Spaced Random Player
930,99,85,81,Spaced Random Player
931,100,58,41,Spaced Random Player
932,84,51,51,Tie
933,99,34,45,Random Target Player
934,99,72,56,Spaced Random Player
935,98,37,59,Random Target Player
936,99,79,56,Spaced Random Player
937,95,70,52,Spaced Random Player
938,92,67,61,Spaced Random Player
939,98,91,51,Spaced Random Player
940,89,77,48,Spaced Random Player
941,97,74,55,Spaced Random Player
942,99,66,57,Spaced Random Player
943,100,76,53,Spaced Random Player
944,97,81,88,Random Target Player
945,95,66,58,Spaced Random Player
946,87,38,60,Random Target Player
947,94,91,42,Spaced Random Player
948,99,57,62,Random Target Player
949,99,78,54,Spaced Random Player
950,100,68,63,Spaced Random Player
951,96,83,65,Spaced Random Player
952,100,60,63,Random Target Player
953,97,69,94,Random Target Player
954,100,56,46,Spaced Random Player
955,100,68,58,Spaced Random Player
956,89,44,58,Random Target Player
957,90,76,63,Spaced Random Player
958,92,72,50,Spaced Random Player
959,99,60,45,Spaced Random Player
960,90,79,49,Spaced Random Player
961,94,59,57,Spaced Random Player
962,100,64,58,Spaced Random Player
963,99,61,61,Tie
964,81,64,59,Spaced Random Player
965,99,50,58,Random Target Player
966,100,66,59,Spaced Random Player
967,99,61,54,Spaced Random Player
968,95,57,86,Random Target Player
969,97,47,76,Random Target Player
970,98,72,98,Random Target Player
971,100,75,64,Spaced Random Player
972,99,77,60,Spaced Random Player
973,98,55,59,Random Target Player
974,100,70,67,Spaced Random Player
975,99,42,50,Random Target Player
976,100,44,63,Random Target Player
977,93,62,99,Random Target Player
978,100,82,64,Spaced Random Player
979,96,82,51,Spaced Random Player
980,99,92,51,Spaced Random Player
981,96,48,88,Random Target Player
982,76,76,68,Spaced Random Player
983,96,100,49,Spaced Random Player
984,83,88,79,Spaced Random Player
985,89,60,69,Random Target Player
986,93,68,51,Spaced Random Player
987,96,58,46,Spaced Random Player
988,99,36,45,Random Target Player
989,100,70,91,Random Target Player
990,98,81,41,Spaced Random Player
991,99,39,63,Random Target Player
992,100,99,58,Spaced Random Player
993,95,66,44,Spaced Random Player
994,67,72,40,Spaced Random Player
995,84,76,49,Spaced Random Player
996,92,69,50,Spaced Random Player
997,92,56,39,Spaced Random Player
998,99,74,45,Spaced Random Player
999,99,55,56,Random Target Player
1000,95,66,62,Spaced Random Player

# WIN STATISTICS
Random Player Game Wins,3
Random Player Win Rate,0.3%
Random Target Player Game Wins,318
Random Target Player Win Rate,31.8%
Spaced Random Player Game Wins,652
Spaced Random Player Win Rate,65.2%

# HEAD-TO-HEAD WIN RATES
Random Player vs Random Target Player,39/1000 (3.9%)
Random Player vs Spaced Random Player,21/1000 (2.1%)
Random Target Player vs Spaced Random Player,318/1000 (31.8%)

# PERFORMANCE IMPROVEMENTS vs Random Player
Random Target Player Improvement,30.4%
Spaced Random Player Improvement,39.0%
