# Battleship Game Analysis Results
# Generated: 2025-10-23 13:20:11
# Comparison Type: three-bot-comparison

# THREE-WAY COMPARISON SUMMARY
Metric,Random Player,Random Target Player,Spaced Random Player,Winner
55,94,96,62,Spaced Random Player
56,98,37,54,Random Target Player
57,92,59,86,Random Target Player
58,93,52,63,Random Target Player
59,93,64,83,Random Target Player
60,100,49,44,Spaced Random Player
61,95,66,60,Spaced Random Player
62,96,82,41,Spaced Random Player
63,100,71,53,Spaced Random Player
64,87,66,33,Spaced Random Player
65,96,87,84,Spaced Random Player
66,89,67,91,Random Target Player
67,100,70,94,Random Target Player
68,95,61,38,Spaced Random Player
69,100,40,63,Random Target Player
70,96,47,65,Random Target Player
71,98,75,50,Spaced Random Player
72,98,49,52,Random Target Player
73,96,84,74,Spaced Random Player
74,99,70,83,Random Target Player
75,89,98,62,Spaced Random Player
76,99,57,37,Spaced Random Player
77,95,54,59,Random Target Player
78,94,52,89,Random Target Player
79,95,69,81,Random Target Player
80,98,56,43,Spaced Random Player
81,85,64,47,Spaced Random Player
82,99,92,64,Spaced Random Player
83,100,45,31,Spaced Random Player
84,98,56,55,Spaced Random Player
85,100,78,53,Spaced Random Player
86,89,71,56,Spaced Random Player
87,98,51,52,Random Target Player
88,99,59,46,Spaced Random Player
89,92,60,49,Spaced Random Player
90,87,62,62,Tie
91,98,67,58,Spaced Random Player
92,100,79,56,Spaced Random Player
93,94,78,40,Spaced Random Player
94,93,75,55,Spaced Random Player
95,73,39,55,Random Target Player
96,94,67,49,Spaced Random Player
97,84,53,52,Spaced Random Player
98,95,62,59,Spaced Random Player
99,97,72,64,Spaced Random Player
100,97,56,63,Random Target Player
101,100,94,60,Spaced Random Player
102,78,59,48,Spaced Random Player
103,87,78,31,Spaced Random Player
104,97,59,59,Tie
105,91,94,49,Spaced Random Player
106,96,99,98,Random Player
107,97,87,55,Spaced Random Player
108,98,64,57,Spaced Random Player
109,79,47,97,Random Target Player
110,100,86,68,Spaced Random Player
111,98,76,38,Spaced Random Player
112,93,82,89,Random Target Player
113,90,78,58,Spaced Random Player
114,85,76,47,Spaced Random Player
115,100,97,64,Spaced Random Player
116,83,86,65,Spaced Random Player
117,97,71,54,Spaced Random Player
118,99,56,64,Random Target Player
119,93,62,61,Spaced Random Player
120,96,54,43,Spaced Random Player
121,92,81,49,Spaced Random Player
122,93,73,64,Spaced Random Player
123,100,67,37,Spaced Random Player
124,93,53,54,Random Target Player
125,93,86,47,Spaced Random Player
126,100,65,56,Spaced Random Player
127,92,52,36,Spaced Random Player
128,98,49,64,Random Target Player
129,99,70,63,Spaced Random Player
130,97,44,90,Random Target Player
131,92,99,77,Spaced Random Player
132,93,50,39,Spaced Random Player
133,87,70,53,Spaced Random Player
134,95,45,64,Random Target Player
135,98,96,48,Spaced Random Player
136,99,79,58,Spaced Random Player
137,98,85,46,Spaced Random Player
138,98,79,60,Spaced Random Player
139,100,58,63,Random Target Player
140,100,84,60,Spaced Random Player
141,87,79,44,Spaced Random Player
142,96,90,47,Spaced Random Player
143,94,64,43,Spaced Random Player
144,92,53,55,Random Target Player
145,89,66,63,Spaced Random Player
146,98,61,50,Spaced Random Player
147,94,41,52,Random Target Player
148,71,62,53,Spaced Random Player
149,94,62,67,Random Target Player
150,93,61,58,Spaced Random Player
151,99,65,53,Spaced Random Player
152,99,56,63,Random Target Player
153,99,52,62,Random Target Player
154,100,82,76,Spaced Random Player
155,98,59,54,Spaced Random Player
156,97,70,45,Spaced Random Player
157,98,61,91,Random Target Player
158,98,67,94,Random Target Player
159,99,79,53,Spaced Random Player
160,76,56,44,Spaced Random Player
161,99,62,60,Spaced Random Player
162,100,50,60,Random Target Player
163,98,82,60,Spaced Random Player
164,93,42,50,Random Target Player
165,100,54,46,Spaced Random Player
166,91,52,44,Spaced Random Player
167,92,83,59,Spaced Random Player
168,96,74,61,Spaced Random Player
169,94,47,43,Spaced Random Player
170,98,63,74,Random Target Player
171,99,78,59,Spaced Random Player
172,98,45,53,Random Target Player
173,95,43,78,Random Target Player
174,86,63,73,Random Target Player
175,89,54,64,Random Target Player
176,100,85,51,Spaced Random Player
177,87,58,61,Random Target Player
178,89,84,55,Spaced Random Player
179,96,81,65,Spaced Random Player
180,100,42,93,Random Target Player
181,97,81,46,Spaced Random Player
182,98,88,46,Spaced Random Player
183,99,63,59,Spaced Random Player
184,95,66,45,Spaced Random Player
185,96,83,58,Spaced Random Player
186,98,45,74,Random Target Player
187,98,65,61,Spaced Random Player
188,99,90,64,Spaced Random Player
189,98,70,67,Spaced Random Player
190,98,70,59,Spaced Random Player
191,100,50,61,Random Target Player
192,86,55,63,Random Target Player
193,98,59,63,Random Target Player
194,97,44,54,Random Target Player
195,97,63,53,Spaced Random Player
196,94,64,75,Random Target Player
197,98,53,61,Random Target Player
198,100,38,38,Tie
199,96,78,55,Spaced Random Player
200,98,61,54,Spaced Random Player
201,94,58,99,Random Target Player
202,98,71,54,Spaced Random Player
203,96,49,36,Spaced Random Player
204,94,100,86,Spaced Random Player
205,97,76,60,Spaced Random Player
206,95,94,63,Spaced Random Player
207,96,59,57,Spaced Random Player
208,100,70,57,Spaced Random Player
209,87,43,42,Spaced Random Player
210,97,51,59,Random Target Player
211,97,90,92,Random Target Player
212,90,62,64,Random Target Player
213,100,66,54,Spaced Random Player
214,98,66,55,Spaced Random Player
215,100,67,88,Random Target Player
216,94,91,57,Spaced Random Player
217,96,73,72,Spaced Random Player
218,98,84,56,Spaced Random Player
219,93,83,66,Spaced Random Player
220,88,84,53,Spaced Random Player
221,95,78,64,Spaced Random Player
222,100,53,64,Random Target Player
223,96,88,50,Spaced Random Player
224,100,48,45,Spaced Random Player
225,89,75,50,Spaced Random Player
226,99,42,49,Random Target Player
227,99,80,89,Random Target Player
228,99,52,95,Random Target Player
229,94,81,63,Spaced Random Player
230,100,59,59,Tie
231,100,61,50,Spaced Random Player
232,85,72,46,Spaced Random Player
233,83,96,55,Spaced Random Player
234,91,94,61,Spaced Random Player
235,100,36,43,Random Target Player
236,100,98,39,Spaced Random Player
237,83,56,42,Spaced Random Player
238,98,45,51,Random Target Player
239,99,91,81,Spaced Random Player
240,88,86,56,Spaced Random Player
241,85,100,97,Random Player
242,97,61,40,Spaced Random Player
243,96,49,61,Random Target Player
244,99,61,53,Spaced Random Player
245,99,95,59,Spaced Random Player
246,100,55,58,Random Target Player
247,91,53,30,Spaced Random Player
248,91,69,50,Spaced Random Player
249,100,85,59,Spaced Random Player
250,94,44,54,Random Target Player
251,86,64,82,Random Target Player
252,99,44,45,Random Target Player
253,99,85,59,Spaced Random Player
254,99,63,52,Spaced Random Player
255,97,65,40,Spaced Random Player
256,92,55,40,Spaced Random Player
257,98,65,37,Spaced Random Player
258,100,68,38,Spaced Random Player
259,99,55,40,Spaced Random Player
260,95,48,32,Spaced Random Player
261,100,70,43,Spaced Random Player
262,99,66,63,Spaced Random Player
263,100,70,49,Spaced Random Player
264,94,72,45,Spaced Random Player
265,99,63,61,Spaced Random Player
266,100,90,39,Spaced Random Player
267,91,79,83,Random Target Player
268,98,96,47,Spaced Random Player
269,96,60,51,Spaced Random Player
270,88,67,39,Spaced Random Player
271,94,66,83,Random Target Player
272,98,57,61,Random Target Player
273,94,69,60,Spaced Random Player
274,90,70,56,Spaced Random Player
275,86,75,50,Spaced Random Player
276,100,64,91,Random Target Player
277,99,71,56,Spaced Random Player
278,92,45,59,Random Target Player
279,97,78,50,Spaced Random Player
280,92,63,67,Random Target Player
281,97,52,61,Random Target Player
282,95,41,63,Random Target Player
283,94,50,46,Spaced Random Player
284,100,55,63,Random Target Player
285,91,76,44,Spaced Random Player
286,89,45,80,Random Target Player
287,95,56,100,Random Target Player
288,99,63,90,Random Target Player
289,97,72,60,Spaced Random Player
290,92,44,52,Random Target Player
291,97,56,44,Spaced Random Player
292,98,57,64,Random Target Player
293,90,73,48,Spaced Random Player
294,87,76,63,Spaced Random Player
295,95,56,59,Random Target Player
296,88,76,60,Spaced Random Player
297,99,49,53,Random Target Player
298,99,66,57,Spaced Random Player
299,91,63,53,Spaced Random Player
300,100,68,47,Spaced Random Player
301,97,51,51,Tie
302,97,43,35,Spaced Random Player
303,99,63,60,Spaced Random Player
304,94,44,38,Spaced Random Player
305,90,64,55,Spaced Random Player
306,81,55,83,Random Target Player
307,96,53,61,Random Target Player
308,93,76,56,Spaced Random Player
309,100,73,65,Spaced Random Player
310,99,63,62,Spaced Random Player
311,97,81,72,Spaced Random Player
312,100,59,95,Random Target Player
313,91,76,43,Spaced Random Player
314,96,98,54,Spaced Random Player
315,99,48,92,Random Target Player
316,97,33,54,Random Target Player
317,86,73,41,Spaced Random Player
318,94,58,67,Random Target Player
319,98,53,59,Random Target Player
320,89,52,56,Random Target Player
321,91,86,54,Spaced Random Player
322,97,62,63,Random Target Player
323,92,55,61,Random Target Player
324,100,93,61,Spaced Random Player
325,99,43,62,Random Target Player
326,100,80,91,Random Target Player
327,100,59,56,Spaced Random Player
328,97,64,51,Spaced Random Player
329,97,66,58,Spaced Random Player
330,95,62,63,Random Target Player
331,95,40,58,Random Target Player
332,93,60,50,Spaced Random Player
333,90,67,55,Spaced Random Player
334,96,87,61,Spaced Random Player
335,99,61,100,Random Target Player
336,95,73,62,Spaced Random Player
337,100,71,58,Spaced Random Player
338,100,74,54,Spaced Random Player
339,96,45,34,Spaced Random Player
340,97,97,54,Spaced Random Player
341,100,60,92,Random Target Player
342,94,47,59,Random Target Player
343,98,98,60,Spaced Random Player
344,98,36,49,Random Target Player
345,100,93,56,Spaced Random Player
346,90,50,50,Tie
347,83,67,51,Spaced Random Player
348,97,58,58,Tie
349,99,68,69,Random Target Player
350,81,62,58,Spaced Random Player
351,95,84,58,Spaced Random Player
352,92,64,39,Spaced Random Player
353,96,65,65,Tie
354,100,97,51,Spaced Random Player
355,83,69,76,Random Target Player
356,93,51,59,Random Target Player
357,94,77,48,Spaced Random Player
358,85,68,59,Spaced Random Player
359,98,69,91,Random Target Player
360,98,67,57,Spaced Random Player
361,99,66,52,Spaced Random Player
362,90,83,31,Spaced Random Player
363,100,83,59,Spaced Random Player
364,93,61,47,Spaced Random Player
365,98,51,34,Spaced Random Player
366,98,40,61,Random Target Player
367,86,47,49,Random Target Player
368,88,77,63,Spaced Random Player
369,99,76,63,Spaced Random Player
370,89,40,63,Random Target Player
371,98,71,45,Spaced Random Player
372,99,69,50,Spaced Random Player
373,90,37,43,Random Target Player
374,88,63,50,Spaced Random Player
375,98,98,55,Spaced Random Player
376,100,77,96,Random Target Player
377,97,79,49,Spaced Random Player
378,97,60,64,Random Target Player
379,90,40,63,Random Target Player
380,100,63,55,Spaced Random Player
381,100,75,63,Spaced Random Player
382,97,42,77,Random Target Player
383,99,59,46,Spaced Random Player
384,98,46,62,Random Target Player
385,97,59,52,Spaced Random Player
386,96,56,41,Spaced Random Player
387,99,64,55,Spaced Random Player
388,100,69,72,Random Target Player
389,100,61,60,Spaced Random Player
390,90,31,69,Random Target Player
391,98,59,61,Random Target Player
392,97,77,56,Spaced Random Player
393,89,87,42,Spaced Random Player
394,97,87,48,Spaced Random Player
395,99,92,73,Spaced Random Player
396,96,94,93,Spaced Random Player
397,98,63,55,Spaced Random Player
398,99,55,41,Spaced Random Player
399,92,51,56,Random Target Player
400,100,84,49,Spaced Random Player
401,92,88,57,Spaced Random Player
402,98,63,60,Spaced Random Player
403,97,52,58,Random Target Player
404,95,56,60,Random Target Player
405,81,82,42,Spaced Random Player
406,94,66,61,Spaced Random Player
407,99,61,58,Spaced Random Player
408,98,62,58,Spaced Random Player
409,92,69,52,Spaced Random Player
410,99,51,62,Random Target Player
411,84,71,100,Random Target Player
412,91,41,65,Random Target Player
413,100,73,54,Spaced Random Player
414,99,100,53,Spaced Random Player
415,99,51,51,Tie
416,97,63,40,Spaced Random Player
417,95,63,52,Spaced Random Player
418,96,66,56,Spaced Random Player
419,90,66,66,Tie
420,91,64,62,Spaced Random Player
421,100,37,43,Random Target Player
422,91,63,60,Spaced Random Player
423,100,90,60,Spaced Random Player
424,88,38,45,Random Target Player
425,99,52,96,Random Target Player
426,86,91,57,Spaced Random Player
427,99,50,58,Random Target Player
428,91,91,62,Spaced Random Player
429,98,63,61,Spaced Random Player
430,98,66,96,Random Target Player
431,77,82,46,Spaced Random Player
432,96,58,53,Spaced Random Player
433,95,50,64,Random Target Player
434,98,57,62,Random Target Player
435,78,54,62,Random Target Player
436,100,82,51,Spaced Random Player
437,97,65,54,Spaced Random Player
438,94,74,53,Spaced Random Player
439,97,54,62,Random Target Player
440,83,72,60,Spaced Random Player
441,100,71,55,Spaced Random Player
442,92,64,49,Spaced Random Player
443,100,81,64,Spaced Random Player
444,97,58,64,Random Target Player
445,94,46,61,Random Target Player
446,95,66,38,Spaced Random Player
447,99,74,58,Spaced Random Player
448,86,66,47,Spaced Random Player
449,94,60,97,Random Target Player
450,86,72,37,Spaced Random Player
451,100,58,34,Spaced Random Player
452,97,81,34,Spaced Random Player
453,96,58,40,Spaced Random Player
454,99,79,48,Spaced Random Player
455,95,63,41,Spaced Random Player
456,100,54,64,Random Target Player
457,96,79,36,Spaced Random Player
458,95,47,52,Random Target Player
459,89,53,67,Random Target Player
460,95,62,63,Random Target Player
461,92,99,64,Spaced Random Player
462,95,70,52,Spaced Random Player
463,98,48,48,Tie
464,100,91,48,Spaced Random Player
465,99,58,60,Random Target Player
466,95,79,63,Spaced Random Player
467,100,55,58,Random Target Player
468,95,68,54,Spaced Random Player
469,98,88,59,Spaced Random Player
470,96,55,96,Random Target Player
471,100,61,54,Spaced Random Player
472,99,66,54,Spaced Random Player
473,100,94,56,Spaced Random Player
474,95,31,45,Random Target Player
475,86,99,57,Spaced Random Player
476,94,64,51,Spaced Random Player
477,100,63,58,Spaced Random Player
478,99,81,61,Spaced Random Player
479,92,42,28,Spaced Random Player
480,85,39,61,Random Target Player
481,88,68,55,Spaced Random Player
482,92,96,94,Random Player
483,92,85,52,Spaced Random Player
484,95,57,58,Random Target Player
485,94,83,55,Spaced Random Player
486,97,41,52,Random Target Player
487,97,98,60,Spaced Random Player
488,96,98,51,Spaced Random Player
489,84,40,44,Random Target Player
490,100,78,54,Spaced Random Player
491,100,73,97,Random Target Player
492,99,78,66,Spaced Random Player
493,95,75,59,Spaced Random Player
494,95,94,40,Spaced Random Player
495,98,55,56,Random Target Player
496,99,65,46,Spaced Random Player
497,100,63,48,Spaced Random Player
498,91,49,55,Random Target Player
499,90,72,65,Spaced Random Player
500,97,84,64,Spaced Random Player
501,99,82,56,Spaced Random Player
502,95,61,83,Random Target Player
503,94,65,54,Spaced Random Player
504,99,65,58,Spaced Random Player
505,99,69,43,Spaced Random Player
506,100,83,57,Spaced Random Player
507,74,73,52,Spaced Random Player
508,94,96,40,Spaced Random Player
509,100,64,56,Spaced Random Player
510,95,52,56,Random Target Player
511,99,63,62,Spaced Random Player
512,100,65,74,Random Target Player
513,97,68,54,Spaced Random Player
514,96,80,63,Spaced Random Player
515,97,68,55,Spaced Random Player
516,92,59,34,Spaced Random Player
517,86,37,55,Random Target Player
518,90,60,27,Spaced Random Player
519,95,59,64,Random Target Player
520,100,94,56,Spaced Random Player
521,100,65,60,Spaced Random Player
522,93,55,39,Spaced Random Player
523,92,49,65,Random Target Player
524,92,43,49,Random Target Player
525,99,74,42,Spaced Random Player
526,95,88,64,Spaced Random Player
527,100,81,56,Spaced Random Player
528,99,65,52,Spaced Random Player
529,95,96,55,Spaced Random Player
530,92,87,50,Spaced Random Player
531,100,73,55,Spaced Random Player
532,94,62,55,Spaced Random Player
533,100,55,85,Random Target Player
534,91,55,76,Random Target Player
535,96,52,97,Random Target Player
536,94,67,62,Spaced Random Player
537,100,49,52,Random Target Player
538,100,37,57,Random Target Player
539,97,44,40,Spaced Random Player
540,96,55,53,Spaced Random Player
541,100,41,46,Random Target Player
542,100,63,61,Spaced Random Player
543,100,60,96,Random Target Player
544,100,99,44,Spaced Random Player
545,96,66,41,Spaced Random Player
546,92,79,55,Spaced Random Player
547,98,67,42,Spaced Random Player
548,94,70,53,Spaced Random Player
549,91,43,55,Random Target Player
550,88,83,60,Spaced Random Player
551,100,47,93,Random Target Player
552,96,55,56,Random Target Player
553,100,82,56,Spaced Random Player
554,97,65,58,Spaced Random Player
555,99,64,59,Spaced Random Player
556,99,94,66,Spaced Random Player
557,90,64,53,Spaced Random Player
558,87,57,63,Random Target Player
559,99,81,48,Spaced Random Player
560,100,67,46,Spaced Random Player
561,92,51,38,Spaced Random Player
562,99,86,56,Spaced Random Player
563,98,36,39,Random Target Player
564,98,55,52,Spaced Random Player
565,98,94,54,Spaced Random Player
566,82,48,68,Random Target Player
567,92,64,58,Spaced Random Player
568,97,63,46,Spaced Random Player
569,80,54,39,Spaced Random Player
570,100,93,51,Spaced Random Player
571,88,72,63,Spaced Random Player
572,96,81,32,Spaced Random Player
573,97,84,61,Spaced Random Player
574,97,56,55,Spaced Random Player
575,98,89,54,Spaced Random Player
576,97,65,50,Spaced Random Player
577,89,71,44,Spaced Random Player
578,90,67,78,Random Target Player
579,100,66,53,Spaced Random Player
580,100,72,100,Random Target Player
581,95,73,78,Random Target Player
582,100,96,41,Spaced Random Player
583,91,84,60,Spaced Random Player
584,100,73,63,Spaced Random Player
585,99,61,38,Spaced Random Player
586,98,42,65,Random Target Player
587,97,72,64,Spaced Random Player
588,95,73,54,Spaced Random Player
589,92,75,57,Spaced Random Player
590,98,59,39,Spaced Random Player
591,98,38,63,Random Target Player
592,94,61,60,Spaced Random Player
593,99,36,53,Random Target Player
594,99,71,54,Spaced Random Player
595,96,55,45,Spaced Random Player
596,97,79,36,Spaced Random Player
597,95,84,57,Spaced Random Player
598,96,95,43,Spaced Random Player
599,95,74,50,Spaced Random Player
600,96,69,60,Spaced Random Player
601,96,71,78,Random Target Player
602,98,69,50,Spaced Random Player
603,99,96,66,Spaced Random Player
604,100,54,88,Random Target Player
605,85,72,54,Spaced Random Player
606,100,46,59,Random Target Player
607,96,64,56,Spaced Random Player
608,85,61,51,Spaced Random Player
609,100,84,64,Spaced Random Player
610,95,88,47,Spaced Random Player
611,96,59,59,Tie
612,87,84,45,Spaced Random Player
613,91,63,42,Spaced Random Player
614,97,61,91,Random Target Player
615,88,72,96,Random Target Player
616,98,57,68,Random Target Player
617,96,67,62,Spaced Random Player
618,97,45,57,Random Target Player
619,95,68,41,Spaced Random Player
620,100,63,88,Random Target Player
621,100,88,47,Spaced Random Player
622,100,90,55,Spaced Random Player
623,92,79,42,Spaced Random Player
624,87,49,36,Spaced Random Player
625,100,44,60,Random Target Player
626,95,47,66,Random Target Player
627,100,67,51,Spaced Random Player
628,98,99,61,Spaced Random Player
629,96,62,55,Spaced Random Player
630,100,66,48,Spaced Random Player
631,90,72,59,Spaced Random Player
632,95,77,51,Spaced Random Player
633,96,31,59,Random Target Player
634,89,62,50,Spaced Random Player
635,92,71,50,Spaced Random Player
636,100,85,53,Spaced Random Player
637,96,86,57,Spaced Random Player
638,93,38,54,Random Target Player
639,91,70,43,Spaced Random Player
640,89,49,37,Spaced Random Player
641,95,54,41,Spaced Random Player
642,97,74,60,Spaced Random Player
643,96,52,65,Random Target Player
644,97,93,80,Spaced Random Player
645,97,57,91,Random Target Player
646,92,52,40,Spaced Random Player
647,95,60,54,Spaced Random Player
648,100,63,49,Spaced Random Player
649,99,88,54,Spaced Random Player
650,99,85,84,Spaced Random Player
651,99,49,53,Random Target Player
652,94,81,48,Spaced Random Player
653,93,48,68,Random Target Player
654,82,97,59,Spaced Random Player
655,96,75,89,Random Target Player
656,96,80,51,Spaced Random Player
657,100,76,61,Spaced Random Player
658,88,50,49,Spaced Random Player
659,96,65,63,Spaced Random Player
660,99,66,59,Spaced Random Player
661,77,51,92,Random Target Player
662,97,52,52,Tie
663,97,73,63,Spaced Random Player
664,92,62,62,Tie
665,91,69,54,Spaced Random Player
666,100,93,52,Spaced Random Player
667,98,50,62,Random Target Player
668,95,81,52,Spaced Random Player
669,99,85,92,Random Target Player
670,95,53,45,Spaced Random Player
671,91,82,63,Spaced Random Player
672,100,58,63,Random Target Player
673,98,76,52,Spaced Random Player
674,80,56,82,Random Target Player
675,95,75,46,Spaced Random Player
676,97,37,55,Random Target Player
677,99,45,60,Random Target Player
678,86,44,65,Random Target Player
679,95,82,60,Spaced Random Player
680,96,66,66,Tie
681,100,42,55,Random Target Player
682,100,64,58,Spaced Random Player
683,98,65,56,Spaced Random Player
684,95,64,42,Spaced Random Player
685,91,51,56,Random Target Player
686,95,74,44,Spaced Random Player
687,100,61,51,Spaced Random Player
688,92,52,48,Spaced Random Player
689,100,75,70,Spaced Random Player
690,99,46,54,Random Target Player
691,96,50,50,Tie
692,92,49,46,Spaced Random Player
693,88,43,60,Random Target Player
694,100,44,66,Random Target Player
695,97,75,90,Random Target Player
696,99,68,41,Spaced Random Player
697,96,64,62,Spaced Random Player
698,97,58,53,Spaced Random Player
699,96,57,48,Spaced Random Player
700,83,68,65,Spaced Random Player
701,100,72,53,Spaced Random Player
702,97,46,81,Random Target Player
703,91,49,55,Random Target Player
704,97,49,61,Random Target Player
705,88,92,48,Spaced Random Player
706,100,40,57,Random Target Player
707,99,55,55,Tie
708,95,96,40,Spaced Random Player
709,95,63,69,Random Target Player
710,97,44,86,Random Target Player
711,94,37,88,Random Target Player
712,96,49,46,Spaced Random Player
713,99,57,57,Tie
714,97,66,43,Spaced Random Player
715,96,60,50,Spaced Random Player
716,96,81,57,Spaced Random Player
717,94,77,58,Spaced Random Player
718,100,86,63,Spaced Random Player
719,96,66,69,Random Target Player
720,94,61,45,Spaced Random Player
721,100,70,57,Spaced Random Player
722,82,50,86,Random Target Player
723,99,54,90,Random Target Player
724,94,88,82,Spaced Random Player
725,89,62,63,Random Target Player
726,100,72,42,Spaced Random Player
727,100,79,62,Spaced Random Player
728,90,93,55,Spaced Random Player
729,90,58,56,Spaced Random Player
730,86,72,64,Spaced Random Player
731,91,30,87,Random Target Player
732,100,82,54,Spaced Random Player
733,100,62,49,Spaced Random Player
734,90,97,42,Spaced Random Player
735,100,84,57,Spaced Random Player
736,95,75,63,Spaced Random Player
737,96,57,67,Random Target Player
738,94,42,49,Random Target Player
739,100,56,48,Spaced Random Player
740,99,88,59,Spaced Random Player
741,89,50,87,Random Target Player
742,91,75,49,Spaced Random Player
743,97,72,48,Spaced Random Player
744,97,79,59,Spaced Random Player
745,99,68,71,Random Target Player
746,91,98,48,Spaced Random Player
747,92,38,40,Random Target Player
748,90,82,73,Spaced Random Player
749,100,87,59,Spaced Random Player
750,97,84,58,Spaced Random Player
751,99,52,61,Random Target Player
752,99,65,61,Spaced Random Player
753,98,71,35,Spaced Random Player
754,97,61,43,Spaced Random Player
755,98,63,57,Spaced Random Player
756,94,60,78,Random Target Player
757,94,64,53,Spaced Random Player
758,100,73,72,Spaced Random Player
759,100,46,46,Tie
760,99,100,66,Spaced Random Player
761,100,82,52,Spaced Random Player
762,99,83,57,Spaced Random Player
763,100,88,52,Spaced Random Player
764,98,44,59,Random Target Player
765,94,88,52,Spaced Random Player
766,92,58,91,Random Target Player
767,96,69,51,Spaced Random Player
768,100,51,38,Spaced Random Player
769,100,53,59,Random Target Player
770,99,79,61,Spaced Random Player
771,100,54,59,Random Target Player
772,98,54,59,Random Target Player
773,99,75,61,Spaced Random Player
774,77,69,74,Random Target Player
775,76,67,99,Random Target Player
776,91,59,57,Spaced Random Player
777,98,68,43,Spaced Random Player
778,96,79,45,Spaced Random Player
779,100,68,55,Spaced Random Player
780,75,93,61,Spaced Random Player
781,83,66,61,Spaced Random Player
782,100,58,85,Random Target Player
783,89,66,53,Spaced Random Player
784,97,79,48,Spaced Random Player
785,88,53,62,Random Target Player
786,100,52,58,Random Target Player
787,98,89,56,Spaced Random Player
788,96,63,38,Spaced Random Player
789,91,52,55,Random Target Player
790,95,54,52,Spaced Random Player
791,100,56,97,Random Target Player
792,99,77,65,Spaced Random Player
793,100,62,65,Random Target Player
794,100,39,48,Random Target Player
795,96,67,45,Spaced Random Player
796,98,51,62,Random Target Player
797,97,61,58,Spaced Random Player
798,99,97,56,Spaced Random Player
799,96,65,60,Spaced Random Player
800,95,56,97,Random Target Player
801,83,61,59,Spaced Random Player
802,92,78,59,Spaced Random Player
803,98,57,64,Random Target Player
804,92,76,54,Spaced Random Player
805,96,65,49,Spaced Random Player
806,99,60,91,Random Target Player
807,99,78,45,Spaced Random Player
808,95,83,53,Spaced Random Player
809,89,55,52,Spaced Random Player
810,99,47,54,Random Target Player
811,87,62,44,Spaced Random Player
812,99,60,70,Random Target Player
813,93,60,60,Tie
814,92,39,57,Random Target Player
815,99,73,51,Spaced Random Player
816,89,77,58,Spaced Random Player
817,88,70,31,Spaced Random Player
818,100,91,100,Random Target Player
819,100,76,97,Random Target Player
820,100,57,62,Random Target Player
821,91,78,50,Spaced Random Player
822,100,48,60,Random Target Player
823,90,59,54,Spaced Random Player
824,100,68,55,Spaced Random Player
825,93,48,58,Random Target Player
826,78,54,44,Spaced Random Player
827,98,71,45,Spaced Random Player
828,94,62,58,Spaced Random Player
829,91,80,46,Spaced Random Player
830,96,54,49,Spaced Random Player
831,95,89,50,Spaced Random Player
832,98,79,58,Spaced Random Player
833,92,43,57,Random Target Player
834,89,59,51,Spaced Random Player
835,96,94,61,Spaced Random Player
836,100,86,55,Spaced Random Player
837,93,38,51,Random Target Player
838,97,58,87,Random Target Player
