# Battleship Game Analysis Results
# Generated: 2025-10-23 13:30:40
# Comparison Type: three-bot-comparison

# THREE-WAY COMPARISON SUMMARY
Metric,Random Player,Random Target Player,Spaced Random Player,Winner
22173,95,73,60,Spaced Random Player
22174,99,64,53,Spaced Random Player
22175,97,95,76,Spaced Random Player
22176,99,77,48,Spaced Random Player
22177,97,62,59,Spaced Random Player
22178,97,79,42,Spaced Random Player
22179,100,63,43,Spaced Random Player
22180,93,80,35,Spaced Random Player
22181,99,49,51,Random Target Player
22182,96,92,67,Spaced Random Player
22183,97,43,60,Random Target Player
22184,93,92,84,Spaced Random Player
22185,100,71,44,Spaced Random Player
22186,99,66,58,Spaced Random Player
22187,97,47,66,Random Target Player
22188,96,61,49,Spaced Random Player
22189,100,79,47,Spaced Random Player
22190,88,58,61,Random Target Player
22191,95,43,70,Random Target Player
22192,95,51,66,Random Target Player
22193,100,95,51,Spaced Random Player
22194,98,41,54,Random Target Player
22195,78,87,56,Spaced Random Player
22196,87,46,43,Spaced Random Player
22197,100,77,100,Random Target Player
22198,95,67,38,Spaced Random Player
22199,91,46,68,Random Target Player
22200,95,83,40,Spaced Random Player
22201,94,35,39,Random Target Player
22202,98,59,60,Random Target Player
22203,92,80,54,Spaced Random Player
22204,83,43,62,Random Target Player
22205,99,78,49,Spaced Random Player
22206,98,92,65,Spaced Random Player
22207,97,52,47,Spaced Random Player
22208,89,59,56,Spaced Random Player
22209,88,47,49,Random Target Player
22210,100,53,61,Random Target Player
22211,92,95,38,Spaced Random Player
22212,100,53,44,Spaced Random Player
22213,83,88,54,Spaced Random Player
22214,100,64,56,Spaced Random Player
22215,89,49,65,Random Target Player
22216,96,86,84,Spaced Random Player
22217,97,88,92,Random Target Player
22218,90,79,92,Random Target Player
22219,100,54,58,Random Target Player
22220,95,76,59,Spaced Random Player
22221,93,79,47,Spaced Random Player
22222,96,62,54,Spaced Random Player
22223,100,55,84,Random Target Player
22224,97,48,63,Random Target Player
22225,100,51,55,Random Target Player
22226,100,70,54,Spaced Random Player
22227,95,80,52,Spaced Random Player
22228,100,68,45,Spaced Random Player
22229,94,88,36,Spaced Random Player
22230,99,73,33,Spaced Random Player
22231,99,51,46,Spaced Random Player
22232,97,97,37,Spaced Random Player
22233,97,44,91,Random Target Player
22234,100,51,58,Random Target Player
22235,95,61,57,Spaced Random Player
22236,99,33,52,Random Target Player
22237,96,39,57,Random Target Player
22238,100,88,55,Spaced Random Player
22239,100,79,56,Spaced Random Player
22240,99,69,98,Random Target Player
22241,99,70,58,Spaced Random Player
22242,100,72,61,Spaced Random Player
22243,99,69,61,Spaced Random Player
22244,94,67,61,Spaced Random Player
22245,98,76,64,Spaced Random Player
22246,98,90,59,Spaced Random Player
22247,100,44,55,Random Target Player
22248,90,73,59,Spaced Random Player
22249,100,55,63,Random Target Player
22250,90,67,44,Spaced Random Player
22251,98,69,54,Spaced Random Player
22252,96,82,86,Random Target Player
22253,91,73,54,Spaced Random Player
22254,88,50,63,Random Target Player
22255,100,53,47,Spaced Random Player
22256,99,73,56,Spaced Random Player
22257,95,87,79,Spaced Random Player
22258,83,72,52,Spaced Random Player
22259,89,74,57,Spaced Random Player
22260,96,57,64,Random Target Player
22261,99,54,74,Random Target Player
22262,100,72,57,Spaced Random Player
22263,99,44,51,Random Target Player
22264,100,61,54,Spaced Random Player
22265,100,66,67,Random Target Player
22266,92,68,57,Spaced Random Player
22267,97,50,47,Spaced Random Player
22268,94,87,64,Spaced Random Player
22269,100,44,34,Spaced Random Player
22270,87,54,58,Random Target Player
22271,98,69,100,Random Target Player
22272,97,71,59,Spaced Random Player
22273,95,57,52,Spaced Random Player
22274,92,50,66,Random Target Player
22275,97,41,44,Random Target Player
22276,88,49,61,Random Target Player
22277,82,100,57,Spaced Random Player
22278,98,39,56,Random Target Player
22279,100,69,56,Spaced Random Player
22280,100,50,52,Random Target Player
22281,86,58,59,Random Target Player
22282,99,67,60,Spaced Random Player
22283,100,77,92,Random Target Player
22284,97,80,46,Spaced Random Player
22285,84,59,39,Spaced Random Player
22286,99,56,59,Random Target Player
22287,90,64,82,Random Target Player
22288,100,63,64,Random Target Player
22289,96,54,95,Random Target Player
22290,91,39,59,Random Target Player
22291,99,80,97,Random Target Player
22292,91,62,62,Tie
22293,95,65,57,Spaced Random Player
22294,96,36,52,Random Target Player
22295,98,77,52,Spaced Random Player
22296,100,54,50,Spaced Random Player
22297,95,90,44,Spaced Random Player
22298,85,81,59,Spaced Random Player
22299,85,78,53,Spaced Random Player
22300,90,43,63,Random Target Player
22301,99,77,45,Spaced Random Player
22302,96,45,63,Random Target Player
22303,95,64,58,Spaced Random Player
22304,98,76,60,Spaced Random Player
22305,97,70,57,Spaced Random Player
22306,96,65,60,Spaced Random Player
22307,91,98,58,Spaced Random Player
22308,98,88,57,Spaced Random Player
22309,100,58,64,Random Target Player
22310,91,53,60,Random Target Player
22311,99,68,62,Spaced Random Player
22312,98,56,41,Spaced Random Player
22313,95,64,89,Random Target Player
22314,100,95,65,Spaced Random Player
22315,100,57,58,Random Target Player
22316,81,62,59,Spaced Random Player
22317,97,72,68,Spaced Random Player
22318,99,76,64,Spaced Random Player
22319,99,75,38,Spaced Random Player
22320,100,84,62,Spaced Random Player
22321,98,87,59,Spaced Random Player
22322,92,75,62,Spaced Random Player
22323,91,39,60,Random Target Player
22324,94,75,53,Spaced Random Player
22325,99,81,64,Spaced Random Player
22326,95,55,45,Spaced Random Player
22327,88,79,60,Spaced Random Player
22328,92,69,57,Spaced Random Player
22329,98,100,49,Spaced Random Player
22330,96,55,63,Random Target Player
22331,98,68,57,Spaced Random Player
22332,99,76,48,Spaced Random Player
22333,96,60,55,Spaced Random Player
22334,95,62,56,Spaced Random Player
22335,98,97,56,Spaced Random Player
22336,94,54,74,Random Target Player
22337,96,81,53,Spaced Random Player
22338,98,65,47,Spaced Random Player
22339,99,47,51,Random Target Player
22340,99,72,45,Spaced Random Player
22341,88,89,32,Spaced Random Player
22342,97,40,65,Random Target Player
22343,99,80,61,Spaced Random Player
22344,97,63,64,Random Target Player
22345,95,83,64,Spaced Random Player
22346,94,95,58,Spaced Random Player
22347,100,64,93,Random Target Player
22348,91,76,63,Spaced Random Player
22349,94,82,60,Spaced Random Player
22350,99,67,56,Spaced Random Player
22351,100,48,55,Random Target Player
22352,97,55,67,Random Target Player
22353,95,81,50,Spaced Random Player
22354,98,60,62,Random Target Player
22355,95,78,59,Spaced Random Player
22356,99,60,64,Random Target Player
22357,88,44,53,Random Target Player
22358,74,73,54,Spaced Random Player
22359,96,60,53,Spaced Random Player
22360,98,48,54,Random Target Player
22361,97,83,44,Spaced Random Player
22362,96,53,55,Random Target Player
22363,94,53,52,Spaced Random Player
22364,99,93,42,Spaced Random Player
22365,97,39,61,Random Target Player
22366,94,61,65,Random Target Player
22367,94,57,59,Random Target Player
22368,98,83,48,Spaced Random Player
22369,93,67,75,Random Target Player
22370,91,51,58,Random Target Player
22371,85,67,56,Spaced Random Player
22372,98,50,51,Random Target Player
22373,100,82,57,Spaced Random Player
22374,96,52,66,Random Target Player
22375,98,44,57,Random Target Player
22376,89,74,42,Spaced Random Player
22377,100,28,56,Random Target Player
22378,92,65,53,Spaced Random Player
22379,94,58,65,Random Target Player
22380,93,67,38,Spaced Random Player
22381,99,78,36,Spaced Random Player
22382,95,63,57,Spaced Random Player
22383,97,75,40,Spaced Random Player
22384,91,69,52,Spaced Random Player
22385,98,89,92,Random Target Player
22386,80,72,60,Spaced Random Player
22387,92,69,64,Spaced Random Player
22388,92,51,67,Random Target Player
22389,100,74,50,Spaced Random Player
22390,98,86,55,Spaced Random Player
22391,100,91,39,Spaced Random Player
22392,100,45,51,Random Target Player
22393,99,87,60,Spaced Random Player
22394,100,63,59,Spaced Random Player
22395,92,66,49,Spaced Random Player
22396,84,54,27,Spaced Random Player
22397,97,38,60,Random Target Player
22398,99,98,40,Spaced Random Player
22399,98,71,52,Spaced Random Player
22400,95,68,62,Spaced Random Player
22401,96,72,59,Spaced Random Player
22402,99,62,56,Spaced Random Player
22403,88,57,56,Spaced Random Player
22404,93,93,42,Spaced Random Player
22405,93,74,61,Spaced Random Player
22406,95,60,44,Spaced Random Player
22407,73,85,46,Spaced Random Player
22408,89,61,60,Spaced Random Player
22409,97,77,64,Spaced Random Player
22410,84,69,68,Spaced Random Player
22411,99,45,42,Spaced Random Player
22412,97,87,52,Spaced Random Player
22413,99,66,64,Spaced Random Player
22414,96,57,52,Spaced Random Player
22415,99,94,54,Spaced Random Player
22416,95,40,36,Spaced Random Player
22417,97,41,62,Random Target Player
22418,100,47,46,Spaced Random Player
22419,95,49,41,Spaced Random Player
22420,99,66,59,Spaced Random Player
22421,95,72,67,Spaced Random Player
22422,95,93,58,Spaced Random Player
22423,97,46,49,Random Target Player
22424,85,88,57,Spaced Random Player
22425,100,54,52,Spaced Random Player
22426,94,59,65,Random Target Player
22427,91,71,48,Spaced Random Player
22428,84,72,53,Spaced Random Player
22429,79,76,63,Spaced Random Player
22430,88,80,51,Spaced Random Player
22431,99,88,50,Spaced Random Player
22432,77,66,42,Spaced Random Player
22433,93,34,57,Random Target Player
22434,99,50,64,Random Target Player
22435,100,67,89,Random Target Player
22436,97,72,53,Spaced Random Player
22437,96,99,63,Spaced Random Player
22438,91,84,53,Spaced Random Player
22439,100,47,100,Random Target Player
22440,94,60,67,Random Target Player
22441,98,59,62,Random Target Player
22442,97,54,58,Random Target Player
22443,96,69,47,Spaced Random Player
22444,89,87,47,Spaced Random Player
22445,97,68,98,Random Target Player
22446,96,68,68,Tie
22447,82,82,57,Spaced Random Player
22448,100,35,64,Random Target Player
22449,94,57,59,Random Target Player
22450,99,64,48,Spaced Random Player
22451,98,98,49,Spaced Random Player
22452,100,86,57,Spaced Random Player
22453,99,69,51,Spaced Random Player
22454,100,58,53,Spaced Random Player
22455,86,75,59,Spaced Random Player
22456,86,45,49,Random Target Player
22457,78,58,60,Random Target Player
22458,98,89,64,Spaced Random Player
22459,95,58,40,Spaced Random Player
22460,90,78,49,Spaced Random Player
22461,97,50,73,Random Target Player
22462,100,64,68,Random Target Player
22463,95,90,62,Spaced Random Player
22464,95,44,87,Random Target Player
22465,87,63,54,Spaced Random Player
22466,100,61,53,Spaced Random Player
22467,97,49,63,Random Target Player
22468,91,55,62,Random Target Player
22469,99,49,86,Random Target Player
22470,100,76,88,Random Target Player
22471,86,80,45,Spaced Random Player
22472,83,78,53,Spaced Random Player
22473,95,49,59,Random Target Player
22474,87,56,50,Spaced Random Player
22475,91,44,55,Random Target Player
22476,97,52,57,Random Target Player
22477,100,61,46,Spaced Random Player
22478,95,52,56,Random Target Player
22479,98,82,57,Spaced Random Player
22480,98,56,50,Spaced Random Player
22481,92,71,80,Random Target Player
22482,82,51,64,Random Target Player
22483,92,54,64,Random Target Player
22484,98,64,61,Spaced Random Player
22485,88,73,63,Spaced Random Player
22486,98,57,41,Spaced Random Player
22487,97,50,54,Random Target Player
22488,95,98,56,Spaced Random Player
22489,100,34,59,Random Target Player
22490,88,45,50,Random Target Player
22491,100,100,38,Spaced Random Player
22492,98,61,51,Spaced Random Player
22493,97,42,60,Random Target Player
22494,98,78,54,Spaced Random Player
22495,82,57,84,Random Target Player
22496,96,56,56,Tie
22497,99,50,81,Random Target Player
22498,99,66,57,Spaced Random Player
22499,94,69,54,Spaced Random Player
22500,98,61,55,Spaced Random Player
22501,100,65,48,Spaced Random Player
22502,99,93,48,Spaced Random Player
22503,100,46,56,Random Target Player
22504,93,90,39,Spaced Random Player
22505,93,43,36,Spaced Random Player
22506,95,66,59,Spaced Random Player
22507,98,60,67,Random Target Player
22508,86,75,54,Spaced Random Player
22509,87,91,79,Spaced Random Player
22510,98,66,87,Random Target Player
22511,98,61,28,Spaced Random Player
22512,100,49,54,Random Target Player
22513,87,40,43,Random Target Player
22514,96,68,51,Spaced Random Player
22515,91,78,57,Spaced Random Player
22516,95,69,64,Spaced Random Player
22517,92,58,35,Spaced Random Player
22518,97,62,49,Spaced Random Player
22519,100,89,64,Spaced Random Player
22520,98,95,42,Spaced Random Player
22521,100,35,51,Random Target Player
22522,91,69,63,Spaced Random Player
22523,86,63,61,Spaced Random Player
22524,100,77,53,Spaced Random Player
22525,97,81,63,Spaced Random Player
22526,96,72,54,Spaced Random Player
22527,93,74,61,Spaced Random Player
22528,100,78,80,Random Target Player
22529,83,37,76,Random Target Player
22530,98,52,60,Random Target Player
22531,100,83,52,Spaced Random Player
22532,89,51,66,Random Target Player
22533,96,78,58,Spaced Random Player
22534,100,56,51,Spaced Random Player
22535,93,46,77,Random Target Player
22536,100,56,67,Random Target Player
22537,96,77,57,Spaced Random Player
22538,96,37,56,Random Target Player
22539,100,81,55,Spaced Random Player
22540,99,99,54,Spaced Random Player
22541,85,64,60,Spaced Random Player
22542,95,48,54,Random Target Player
22543,80,58,39,Spaced Random Player
22544,95,58,43,Spaced Random Player
22545,100,95,65,Spaced Random Player
22546,98,58,62,Random Target Player
22547,100,60,49,Spaced Random Player
22548,98,67,57,Spaced Random Player
22549,98,40,64,Random Target Player
22550,97,56,48,Spaced Random Player
22551,97,73,61,Spaced Random Player
22552,95,84,46,Spaced Random Player
22553,97,77,94,Random Target Player
22554,92,53,75,Random Target Player
22555,100,71,62,Spaced Random Player
22556,98,40,58,Random Target Player
22557,97,68,51,Spaced Random Player
22558,99,55,63,Random Target Player
22559,100,74,55,Spaced Random Player
22560,100,92,36,Spaced Random Player
22561,92,98,61,Spaced Random Player
22562,96,97,56,Spaced Random Player
22563,96,62,50,Spaced Random Player
22564,91,53,60,Random Target Player
22565,100,71,55,Spaced Random Player
22566,97,79,60,Spaced Random Player
22567,100,48,60,Random Target Player
22568,91,50,62,Random Target Player
22569,99,48,58,Random Target Player
22570,93,73,50,Spaced Random Player
22571,94,84,45,Spaced Random Player
22572,100,40,85,Random Target Player
22573,100,71,30,Spaced Random Player
22574,94,74,52,Spaced Random Player
22575,90,56,48,Spaced Random Player
22576,99,51,100,Random Target Player
22577,100,96,49,Spaced Random Player
22578,86,79,79,Tie
22579,89,71,52,Spaced Random Player
22580,98,60,60,Tie
22581,91,41,55,Random Target Player
22582,91,50,45,Spaced Random Player
22583,100,58,59,Random Target Player
22584,98,82,74,Spaced Random Player
22585,98,66,62,Spaced Random Player
22586,98,74,54,Spaced Random Player
22587,93,62,59,Spaced Random Player
22588,91,79,65,Spaced Random Player
22589,99,87,37,Spaced Random Player
22590,94,68,53,Spaced Random Player
22591,100,64,43,Spaced Random Player
22592,91,63,60,Spaced Random Player
22593,99,64,44,Spaced Random Player
22594,93,95,52,Spaced Random Player
22595,100,58,42,Spaced Random Player
22596,90,52,32,Spaced Random Player
22597,100,77,50,Spaced Random Player
22598,74,52,64,Random Target Player
22599,94,61,48,Spaced Random Player
22600,95,73,99,Random Target Player
22601,96,63,63,Tie
22602,99,69,63,Spaced Random Player
22603,99,62,45,Spaced Random Player
22604,95,91,48,Spaced Random Player
22605,98,65,49,Spaced Random Player
22606,100,72,58,Spaced Random Player
22607,95,54,54,Tie
22608,94,95,68,Spaced Random Player
22609,100,56,48,Spaced Random Player
22610,100,55,71,Random Target Player
22611,99,83,52,Spaced Random Player
22612,95,76,66,Spaced Random Player
22613,92,36,56,Random Target Player
22614,100,60,62,Random Target Player
22615,94,76,63,Spaced Random Player
22616,97,79,59,Spaced Random Player
22617,99,39,55,Random Target Player
22618,100,76,56,Spaced Random Player
22619,99,87,46,Spaced Random Player
22620,100,83,39,Spaced Random Player
22621,99,47,77,Random Target Player
22622,89,95,63,Spaced Random Player
22623,94,62,43,Spaced Random Player
22624,98,54,66,Random Target Player
22625,98,45,64,Random Target Player
22626,94,83,49,Spaced Random Player
22627,100,74,54,Spaced Random Player
22628,96,77,99,Random Target Player
22629,91,86,47,Spaced Random Player
22630,96,93,49,Spaced Random Player
22631,94,61,53,Spaced Random Player
22632,100,42,56,Random Target Player
22633,94,73,40,Spaced Random Player
22634,98,67,94,Random Target Player
22635,91,66,55,Spaced Random Player
22636,99,65,43,Spaced Random Player
22637,79,82,54,Spaced Random Player
22638,99,74,59,Spaced Random Player
22639,95,72,49,Spaced Random Player
22640,87,71,69,Spaced Random Player
22641,99,68,50,Spaced Random Player
22642,100,51,49,Spaced Random Player
22643,94,33,57,Random Target Player
22644,99,51,58,Random Target Player
22645,92,46,55,Random Target Player
22646,96,84,61,Spaced Random Player
22647,98,66,48,Spaced Random Player
22648,97,74,48,Spaced Random Player
22649,94,51,46,Spaced Random Player
22650,86,96,64,Spaced Random Player
22651,99,82,52,Spaced Random Player
22652,93,53,39,Spaced Random Player
22653,100,42,49,Random Target Player
22654,99,98,62,Spaced Random Player
22655,91,96,70,Spaced Random Player
22656,98,71,55,Spaced Random Player
22657,83,80,58,Spaced Random Player
22658,95,52,54,Random Target Player
22659,90,77,61,Spaced Random Player
22660,87,57,64,Random Target Player
22661,87,36,58,Random Target Player
22662,97,84,84,Tie
22663,98,67,46,Spaced Random Player
22664,91,55,56,Random Target Player
22665,93,37,89,Random Target Player
22666,98,80,62,Spaced Random Player
22667,79,78,44,Spaced Random Player
22668,98,60,55,Spaced Random Player
22669,93,41,96,Random Target Player
22670,100,63,60,Spaced Random Player
22671,99,48,60,Random Target Player
22672,92,47,44,Spaced Random Player
22673,99,50,44,Spaced Random Player
22674,93,47,100,Random Target Player
22675,98,76,53,Spaced Random Player
22676,98,53,87,Random Target Player
22677,96,43,96,Random Target Player
22678,96,63,49,Spaced Random Player
22679,92,89,64,Spaced Random Player
22680,98,41,59,Random Target Player
22681,97,43,95,Random Target Player
22682,98,86,64,Spaced Random Player
22683,91,66,66,Tie
22684,98,76,58,Spaced Random Player
22685,99,63,46,Spaced Random Player
22686,99,59,55,Spaced Random Player
22687,88,96,83,Spaced Random Player
22688,98,51,49,Spaced Random Player
22689,100,69,63,Spaced Random Player
22690,94,60,85,Random Target Player
22691,96,79,38,Spaced Random Player
22692,100,86,65,Spaced Random Player
22693,100,72,96,Random Target Player
22694,100,72,53,Spaced Random Player
22695,95,81,61,Spaced Random Player
22696,93,76,46,Spaced Random Player
22697,96,41,57,Random Target Player
22698,98,69,41,Spaced Random Player
22699,98,58,52,Spaced Random Player
22700,99,58,65,Random Target Player
22701,100,41,96,Random Target Player
22702,97,59,52,Spaced Random Player
22703,89,57,62,Random Target Player
22704,100,45,77,Random Target Player
22705,100,47,53,Random Target Player
22706,97,74,58,Spaced Random Player
22707,97,77,61,Spaced Random Player
22708,98,73,60,Spaced Random Player
22709,83,43,53,Random Target Player
22710,93,44,100,Random Target Player
22711,99,51,62,Random Target Player
22712,99,75,54,Spaced Random Player
22713,80,65,51,Spaced Random Player
22714,100,34,42,Random Target Player
22715,93,62,47,Spaced Random Player
22716,95,68,53,Spaced Random Player
22717,89,44,62,Random Target Player
22718,97,57,55,Spaced Random Player
22719,86,88,46,Spaced Random Player
22720,96,89,64,Spaced Random Player
22721,91,70,56,Spaced Random Player
22722,94,49,96,Random Target Player
22723,82,55,51,Spaced Random Player
22724,84,77,46,Spaced Random Player
22725,100,73,49,Spaced Random Player
22726,100,64,49,Spaced Random Player
22727,92,73,55,Spaced Random Player
22728,100,68,95,Random Target Player
22729,100,78,53,Spaced Random Player
22730,100,64,53,Spaced Random Player
22731,98,49,48,Spaced Random Player
22732,89,42,60,Random Target Player
22733,95,94,54,Spaced Random Player
22734,100,92,59,Spaced Random Player
22735,90,44,52,Random Target Player
22736,98,91,44,Spaced Random Player
22737,98,72,59,Spaced Random Player
22738,99,56,70,Random Target Player
22739,99,75,63,Spaced Random Player
22740,89,62,59,Spaced Random Player
22741,98,96,77,Spaced Random Player
22742,99,77,55,Spaced Random Player
22743,97,59,57,Spaced Random Player
22744,95,53,69,Random Target Player
22745,96,69,40,Spaced Random Player
22746,84,67,43,Spaced Random Player
22747,99,64,85,Random Target Player
22748,98,74,55,Spaced Random Player
22749,99,94,64,Spaced Random Player
22750,100,70,45,Spaced Random Player
22751,98,61,57,Spaced Random Player
22752,89,81,74,Spaced Random Player
22753,99,86,60,Spaced Random Player
22754,97,71,45,Spaced Random Player
22755,100,45,56,Random Target Player
22756,100,62,56,Spaced Random Player
22757,95,57,67,Random Target Player
22758,92,66,61,Spaced Random Player
22759,99,83,47,Spaced Random Player
22760,99,64,74,Random Target Player
22761,97,57,51,Spaced Random Player
22762,96,68,98,Random Target Player
22763,89,61,54,Spaced Random Player
22764,88,70,54,Spaced Random Player
22765,96,72,51,Spaced Random Player
22766,82,60,59,Spaced Random Player
22767,91,78,60,Spaced Random Player
22768,89,85,35,Spaced Random Player
22769,99,68,37,Spaced Random Player
22770,98,78,64,Spaced Random Player
22771,98,48,60,Random Target Player
22772,100,59,90,Random Target Player
22773,95,66,55,Spaced Random Player
22774,96,71,46,Spaced Random Player
22775,100,59,58,Spaced Random Player
22776,94,47,55,Random Target Player
22777,83,39,59,Random Target Player
22778,90,89,47,Spaced Random Player
22779,90,47,53,Random Target Player
22780,99,78,64,Spaced Random Player
22781,91,77,55,Spaced Random Player
22782,83,54,55,Random Target Player
22783,88,64,93,Random Target Player
22784,98,69,63,Spaced Random Player
22785,89,51,89,Random Target Player
22786,96,86,57,Spaced Random Player
22787,100,87,61,Spaced Random Player
22788,95,74,54,Spaced Random Player
22789,91,77,52,Spaced Random Player
22790,98,45,41,Spaced Random Player
22791,100,45,66,Random Target Player
22792,95,83,38,Spaced Random Player
22793,98,100,62,Spaced Random Player
22794,90,63,60,Spaced Random Player
22795,93,50,50,Tie
22796,97,95,65,Spaced Random Player
22797,94,53,49,Spaced Random Player
22798,96,74,62,Spaced Random Player
22799,95,59,60,Random Target Player
22800,94,50,96,Random Target Player
22801,99,58,55,Spaced Random Player
22802,96,77,55,Spaced Random Player
22803,97,76,39,Spaced Random Player
22804,95,91,52,Spaced Random Player
22805,98,67,55,Spaced Random Player
22806,99,36,65,Random Target Player
22807,99,59,53,Spaced Random Player
22808,96,56,86,Random Target Player
22809,99,68,60,Spaced Random Player
22810,96,67,51,Spaced Random Player
22811,95,78,56,Spaced Random Player
22812,95,81,90,Random Target Player
22813,99,64,51,Spaced Random Player
22814,100,53,38,Spaced Random Player
22815,93,38,51,Random Target Player
22816,93,65,62,Spaced Random Player
22817,86,51,91,Random Target Player
22818,100,95,65,Spaced Random Player
22819,100,68,51,Spaced Random Player
22820,100,68,38,Spaced Random Player
22821,100,93,59,Spaced Random Player
22822,94,92,62,Spaced Random Player
22823,100,77,79,Random Target Player
22824,93,48,74,Random Target Player
22825,97,47,52,Random Target Player
22826,96,94,62,Spaced Random Player
22827,100,52,97,Random Target Player
22828,91,53,75,Random Target Player
22829,93,84,50,Spaced Random Player
22830,98,45,64,Random Target Player
22831,86,89,65,Spaced Random Player
22832,95,64,50,Spaced Random Player
22833,98,87,47,Spaced Random Player
22834,95,59,63,Random Target Player
22835,85,68,48,Spaced Random Player
22836,96,84,59,Spaced Random Player
22837,100,77,73,Spaced Random Player
22838,95,57,46,Spaced Random Player
22839,98,49,55,Random Target Player
22840,99,47,54,Random Target Player
22841,97,53,48,Spaced Random Player
22842,84,90,32,Spaced Random Player
22843,80,69,46,Spaced Random Player
22844,91,73,56,Spaced Random Player
22845,91,40,88,Random Target Player
22846,91,59,60,Random Target Player
22847,99,50,59,Random Target Player
22848,100,71,64,Spaced Random Player
22849,97,46,60,Random Target Player
22850,93,39,84,Random Target Player
22851,99,42,84,Random Target Player
22852,86,71,63,Spaced Random Player
22853,100,63,49,Spaced Random Player
22854,99,62,62,Tie
22855,97,74,54,Spaced Random Player
22856,91,54,52,Spaced Random Player
22857,98,62,59,Spaced Random Player
22858,100,74,76,Random Target Player
22859,81,61,38,Spaced Random Player
22860,99,85,82,Spaced Random Player
22861,95,45,60,Random Target Player
22862,99,84,50,Spaced Random Player
22863,100,78,53,Spaced Random Player
22864,100,35,59,Random Target Player
22865,90,49,54,Random Target Player
22866,92,73,52,Spaced Random Player
22867,93,77,49,Spaced Random Player
22868,100,59,43,Spaced Random Player
22869,98,90,62,Spaced Random Player
22870,98,93,58,Spaced Random Player
22871,90,48,59,Random Target Player
22872,91,49,64,Random Target Player
22873,99,44,93,Random Target Player
22874,96,45,53,Random Target Player
22875,94,50,50,Tie
22876,99,63,51,Spaced Random Player
22877,93,47,73,Random Target Player
22878,95,78,55,Spaced Random Player
22879,98,47,64,Random Target Player
22880,95,48,47,Spaced Random Player
22881,96,82,49,Spaced Random Player
22882,99,68,48,Spaced Random Player
22883,97,71,60,Spaced Random Player
22884,94,70,60,Spaced Random Player
22885,91,37,51,Random Target Player
22886,83,69,42,Spaced Random Player
22887,90,46,55,Random Target Player
22888,100,60,58,Spaced Random Player
22889,100,71,37,Spaced Random Player
22890,98,53,72,Random Target Player
22891,96,57,55,Spaced Random Player
22892,95,60,56,Spaced Random Player
22893,94,51,51,Tie
22894,87,58,57,Spaced Random Player
22895,97,59,56,Spaced Random Player
22896,99,89,34,Spaced Random Player
22897,98,78,60,Spaced Random Player
22898,86,77,95,Random Target Player
22899,98,55,55,Tie
22900,100,72,45,Spaced Random Player
22901,100,94,47,Spaced Random Player
22902,87,58,59,Random Target Player
22903,99,93,66,Spaced Random Player
22904,97,87,53,Spaced Random Player
22905,100,79,95,Random Target Player
22906,95,76,50,Spaced Random Player
22907,96,60,60,Tie
22908,98,82,54,Spaced Random Player
22909,96,45,62,Random Target Player
22910,98,61,56,Spaced Random Player
22911,87,80,53,Spaced Random Player
22912,99,69,85,Random Target Player
22913,98,76,53,Spaced Random Player
22914,92,81,48,Spaced Random Player
22915,100,95,55,Spaced Random Player
22916,93,64,67,Random Target Player
22917,99,64,49,Spaced Random Player
22918,98,71,60,Spaced Random Player
22919,96,65,96,Random Target Player
22920,86,62,49,Spaced Random Player
22921,97,71,62,Spaced Random Player
22922,89,58,52,Spaced Random Player
22923,97,84,91,Random Target Player
22924,100,53,57,Random Target Player
22925,99,91,60,Spaced Random Player
22926,95,92,64,Spaced Random Player
22927,99,55,81,Random Target Player
22928,87,48,50,Random Target Player
22929,97,69,86,Random Target Player
22930,94,60,54,Spaced Random Player
22931,99,70,52,Spaced Random Player
22932,92,84,60,Spaced Random Player
22933,100,61,65,Random Target Player
22934,95,78,99,Random Target Player
22935,95,45,48,Random Target Player
22936,94,47,56,Random Target Player
22937,97,63,91,Random Target Player
22938,96,36,66,Random Target Player
22939,99,91,66,Spaced Random Player
22940,94,57,65,Random Target Player
22941,94,64,59,Spaced Random Player
22942,97,81,43,Spaced Random Player
22943,88,72,57,Spaced Random Player
22944,92,65,100,Random Target Player
22945,94,92,49,Spaced Random Player
22946,99,87,50,Spaced Random Player
22947,84,53,57,Random Target Player
22948,84,63,51,Spaced Random Player
22949,100,89,57,Spaced Random Player
22950,90,40,57,Random Target Player
22951,93,59,58,Spaced Random Player
22952,100,92,48,Spaced Random Player
22953,100,61,57,Spaced Random Player
22954,100,74,94,Random Target Player
22955,98,79,59,Spaced Random Player
22956,89,84,54,Spaced Random Player
22957,87,85,55,Spaced Random Player
22958,97,64,47,Spaced Random Player
22959,91,72,62,Spaced Random Player
22960,99,58,50,Spaced Random Player
22961,98,95,49,Spaced Random Player
22962,95,46,55,Random Target Player
22963,100,92,47,Spaced Random Player
22964,100,63,41,Spaced Random Player
22965,99,48,53,Random Target Player
22966,98,32,57,Random Target Player
22967,97,69,53,Spaced Random Player
22968,99,54,47,Spaced Random Player
22969,98,38,59,Random Target Player
22970,86,43,78,Random Target Player
22971,97,63,63,Tie
22972,97,73,39,Spaced Random Player
22973,100,76,58,Spaced Random Player
22974,99,69,46,Spaced Random Player
22975,94,75,53,Spaced Random Player
22976,98,83,53,Spaced Random Player
22977,92,56,94,Random Target Player
22978,90,70,45,Spaced Random Player
