# Battleship Game Analysis Results
# Generated: 2025-10-23 13:34:32
# Comparison Type: three-bot-comparison

# THREE-WAY COMPARISON SUMMARY
Metric,Random Player,Random Target Player,Spaced Random Player,Winner
18077,98,78,55,Spaced Random Player
18078,98,55,56,Random Target Player
18079,98,74,53,Spaced Random Player
18080,98,61,42,Spaced Random Player
18081,99,79,49,Spaced Random Player
18082,94,82,100,Random Target Player
18083,99,73,51,Spaced Random Player
18084,96,73,63,Spaced Random Player
18085,100,56,57,Random Target Player
18086,81,73,38,Spaced Random Player
18087,100,50,48,Spaced Random Player
18088,100,59,61,Random Target Player
18089,100,90,95,Random Target Player
18090,98,62,96,Random Target Player
18091,96,75,52,Spaced Random Player
18092,97,55,57,Random Target Player
18093,94,71,53,Spaced Random Player
18094,99,61,46,Spaced Random Player
18095,93,64,50,Spaced Random Player
18096,96,47,31,Spaced Random Player
18097,94,96,51,Spaced Random Player
18098,99,68,73,Random Target Player
18099,83,50,45,Spaced Random Player
18100,98,53,51,Spaced Random Player
18101,99,48,39,Spaced Random Player
18102,90,83,41,Spaced Random Player
18103,86,93,58,Spaced Random Player
18104,100,52,84,Random Target Player
18105,97,44,58,Random Target Player
18106,98,50,60,Random Target Player
18107,95,71,56,Spaced Random Player
18108,95,81,60,Spaced Random Player
18109,100,68,93,Random Target Player
18110,99,88,48,Spaced Random Player
18111,88,54,55,Random Target Player
18112,100,54,65,Random Target Player
18113,98,30,50,Random Target Player
18114,96,35,45,Random Target Player
18115,90,86,62,Spaced Random Player
18116,96,60,50,Spaced Random Player
18117,96,64,54,Spaced Random Player
18118,100,91,64,Spaced Random Player
18119,99,66,53,Spaced Random Player
18120,95,73,64,Spaced Random Player
18121,97,42,66,Random Target Player
18122,99,80,54,Spaced Random Player
18123,93,98,57,Spaced Random Player
18124,100,61,53,Spaced Random Player
18125,99,85,52,Spaced Random Player
18126,94,85,38,Spaced Random Player
18127,98,53,62,Random Target Player
18128,85,86,42,Spaced Random Player
18129,100,85,60,Spaced Random Player
18130,100,82,63,Spaced Random Player
18131,74,55,52,Spaced Random Player
18132,99,64,93,Random Target Player
18133,97,55,52,Spaced Random Player
18134,100,37,61,Random Target Player
18135,100,79,61,Spaced Random Player
18136,97,58,48,Spaced Random Player
18137,100,47,35,Spaced Random Player
18138,94,48,61,Random Target Player
18139,99,64,58,Spaced Random Player
18140,100,92,62,Spaced Random Player
18141,91,76,61,Spaced Random Player
18142,99,72,60,Spaced Random Player
18143,94,50,37,Spaced Random Player
18144,82,89,87,Random Player
18145,92,57,58,Random Target Player
18146,82,64,64,Tie
18147,100,43,48,Random Target Player
18148,100,62,49,Spaced Random Player
18149,84,78,53,Spaced Random Player
18150,98,46,50,Random Target Player
18151,95,40,54,Random Target Player
18152,99,45,47,Random Target Player
18153,95,62,53,Spaced Random Player
18154,97,49,94,Random Target Player
18155,96,96,59,Spaced Random Player
18156,98,44,53,Random Target Player
18157,100,60,59,Spaced Random Player
18158,97,65,63,Spaced Random Player
18159,100,46,53,Random Target Player
18160,97,93,59,Spaced Random Player
18161,88,64,60,Spaced Random Player
18162,98,62,59,Spaced Random Player
18163,98,57,41,Spaced Random Player
18164,99,76,38,Spaced Random Player
18165,100,45,47,Random Target Player
18166,100,81,66,Spaced Random Player
18167,100,93,49,Spaced Random Player
18168,96,80,60,Spaced Random Player
18169,77,51,65,Random Target Player
18170,99,76,49,Spaced Random Player
18171,88,86,58,Spaced Random Player
18172,89,63,57,Spaced Random Player
18173,100,87,58,Spaced Random Player
18174,98,73,46,Spaced Random Player
18175,98,76,47,Spaced Random Player
18176,99,83,51,Spaced Random Player
18177,97,58,49,Spaced Random Player
18178,91,81,45,Spaced Random Player
18179,99,85,79,Spaced Random Player
18180,98,56,60,Random Target Player
18181,98,64,50,Spaced Random Player
18182,87,68,55,Spaced Random Player
18183,99,62,54,Spaced Random Player
18184,93,48,52,Random Target Player
18185,95,52,43,Spaced Random Player
18186,94,89,64,Spaced Random Player
18187,91,34,61,Random Target Player
18188,100,82,55,Spaced Random Player
18189,96,84,48,Spaced Random Player
18190,93,93,59,Spaced Random Player
18191,92,100,48,Spaced Random Player
18192,93,58,42,Spaced Random Player
18193,93,48,43,Spaced Random Player
18194,96,68,97,Random Target Player
18195,90,81,66,Spaced Random Player
18196,94,70,49,Spaced Random Player
18197,97,54,54,Tie
18198,99,52,68,Random Target Player
18199,91,58,61,Random Target Player
18200,100,81,45,Spaced Random Player
18201,81,65,58,Spaced Random Player
18202,98,52,93,Random Target Player
18203,99,65,60,Spaced Random Player
18204,99,54,48,Spaced Random Player
18205,94,78,59,Spaced Random Player
18206,87,96,52,Spaced Random Player
18207,94,84,63,Spaced Random Player
18208,100,52,37,Spaced Random Player
18209,99,41,63,Random Target Player
18210,94,82,59,Spaced Random Player
18211,100,51,59,Random Target Player
18212,98,51,48,Spaced Random Player
18213,100,96,67,Spaced Random Player
18214,100,80,62,Spaced Random Player
18215,99,97,54,Spaced Random Player
18216,94,93,80,Spaced Random Player
18217,100,67,43,Spaced Random Player
18218,97,82,50,Spaced Random Player
18219,90,87,45,Spaced Random Player
18220,96,67,82,Random Target Player
18221,91,38,52,Random Target Player
18222,99,45,40,Spaced Random Player
18223,97,54,62,Random Target Player
18224,99,69,61,Spaced Random Player
18225,97,79,44,Spaced Random Player
18226,100,54,44,Spaced Random Player
18227,85,77,51,Spaced Random Player
18228,98,40,42,Random Target Player
18229,96,55,51,Spaced Random Player
18230,99,80,79,Spaced Random Player
18231,98,57,42,Spaced Random Player
18232,98,59,64,Random Target Player
18233,97,55,100,Random Target Player
18234,96,45,62,Random Target Player
18235,82,65,51,Spaced Random Player
18236,95,80,48,Spaced Random Player
18237,99,56,46,Spaced Random Player
18238,100,77,53,Spaced Random Player
18239,100,58,62,Random Target Player
18240,100,66,62,Spaced Random Player
18241,92,51,39,Spaced Random Player
18242,91,58,59,Random Target Player
18243,93,75,61,Spaced Random Player
18244,94,55,50,Spaced Random Player
18245,84,44,49,Random Target Player
18246,99,63,57,Spaced Random Player
18247,95,55,54,Spaced Random Player
18248,91,39,97,Random Target Player
18249,86,79,47,Spaced Random Player
18250,99,82,49,Spaced Random Player
18251,95,72,89,Random Target Player
18252,100,91,60,Spaced Random Player
18253,99,61,61,Tie
18254,90,63,63,Tie
18255,100,52,55,Random Target Player
18256,93,91,56,Spaced Random Player
18257,88,41,57,Random Target Player
18258,91,68,55,Spaced Random Player
18259,99,55,41,Spaced Random Player
18260,98,67,71,Random Target Player
18261,80,49,64,Random Target Player
18262,92,53,59,Random Target Player
18263,82,58,65,Random Target Player
18264,100,62,64,Random Target Player
18265,99,74,61,Spaced Random Player
18266,97,41,67,Random Target Player
18267,100,74,53,Spaced Random Player
18268,86,70,47,Spaced Random Player
18269,100,46,56,Random Target Player
18270,96,86,65,Spaced Random Player
18271,100,56,50,Spaced Random Player
18272,87,52,50,Spaced Random Player
18273,99,47,55,Random Target Player
18274,92,60,92,Random Target Player
18275,98,47,65,Random Target Player
18276,99,91,61,Spaced Random Player
18277,98,54,67,Random Target Player
18278,99,62,54,Spaced Random Player
18279,95,72,55,Spaced Random Player
18280,100,73,48,Spaced Random Player
18281,99,78,54,Spaced Random Player
18282,100,71,55,Spaced Random Player
18283,94,49,46,Spaced Random Player
18284,100,43,55,Random Target Player
18285,93,81,84,Random Target Player
18286,96,45,55,Random Target Player
18287,100,36,63,Random Target Player
18288,99,78,57,Spaced Random Player
18289,100,59,53,Spaced Random Player
18290,89,76,59,Spaced Random Player
18291,100,56,53,Spaced Random Player
18292,97,76,63,Spaced Random Player
18293,94,70,62,Spaced Random Player
18294,97,70,79,Random Target Player
18295,95,67,46,Spaced Random Player
18296,89,93,81,Spaced Random Player
18297,95,73,94,Random Target Player
18298,99,63,61,Spaced Random Player
18299,95,51,50,Spaced Random Player
18300,97,66,61,Spaced Random Player
18301,97,78,64,Spaced Random Player
18302,96,41,93,Random Target Player
18303,98,62,57,Spaced Random Player
18304,100,64,55,Spaced Random Player
18305,100,34,55,Random Target Player
18306,99,62,42,Spaced Random Player
18307,100,78,56,Spaced Random Player
18308,97,74,54,Spaced Random Player
18309,84,49,42,Spaced Random Player
18310,90,65,44,Spaced Random Player
18311,97,75,63,Spaced Random Player
18312,99,69,47,Spaced Random Player
18313,91,41,95,Random Target Player
18314,99,71,52,Spaced Random Player
18315,82,64,64,Tie
18316,97,70,54,Spaced Random Player
18317,96,53,49,Spaced Random Player
18318,92,69,43,Spaced Random Player
18319,93,63,77,Random Target Player
18320,95,40,95,Random Target Player
18321,98,77,62,Spaced Random Player
18322,100,68,41,Spaced Random Player
18323,97,66,41,Spaced Random Player
18324,94,41,59,Random Target Player
18325,95,90,56,Spaced Random Player
18326,83,67,50,Spaced Random Player
18327,100,88,56,Spaced Random Player
18328,95,61,45,Spaced Random Player
18329,98,64,53,Spaced Random Player
18330,100,27,54,Random Target Player
18331,94,72,50,Spaced Random Player
18332,95,63,64,Random Target Player
18333,99,74,40,Spaced Random Player
18334,91,76,53,Spaced Random Player
18335,95,48,72,Random Target Player
18336,98,58,33,Spaced Random Player
18337,94,59,54,Spaced Random Player
18338,99,42,38,Spaced Random Player
18339,98,42,40,Spaced Random Player
18340,98,74,54,Spaced Random Player
18341,100,40,76,Random Target Player
18342,100,71,65,Spaced Random Player
18343,95,59,86,Random Target Player
18344,96,67,58,Spaced Random Player
18345,99,69,57,Spaced Random Player
18346,99,39,60,Random Target Player
18347,85,70,69,Spaced Random Player
18348,100,53,63,Random Target Player
18349,100,81,48,Spaced Random Player
18350,98,66,43,Spaced Random Player
18351,86,43,93,Random Target Player
18352,99,68,64,Spaced Random Player
18353,100,51,50,Spaced Random Player
18354,96,97,43,Spaced Random Player
18355,96,56,65,Random Target Player
18356,99,71,58,Spaced Random Player
18357,98,66,56,Spaced Random Player
18358,94,53,57,Random Target Player
18359,95,86,52,Spaced Random Player
18360,98,62,48,Spaced Random Player
18361,87,39,100,Random Target Player
18362,94,39,49,Random Target Player
18363,95,44,42,Spaced Random Player
18364,93,45,36,Spaced Random Player
18365,100,83,51,Spaced Random Player
18366,91,66,63,Spaced Random Player
18367,84,65,63,Spaced Random Player
18368,100,82,51,Spaced Random Player
18369,87,89,99,Random Player
18370,100,90,52,Spaced Random Player
18371,94,43,57,Random Target Player
18372,98,100,54,Spaced Random Player
18373,100,60,54,Spaced Random Player
18374,94,87,54,Spaced Random Player
18375,100,77,56,Spaced Random Player
18376,98,79,61,Spaced Random Player
18377,98,87,52,Spaced Random Player
18378,100,89,57,Spaced Random Player
18379,93,79,69,Spaced Random Player
18380,98,69,52,Spaced Random Player
18381,99,68,59,Spaced Random Player
18382,100,46,51,Random Target Player
18383,89,84,64,Spaced Random Player
18384,91,35,65,Random Target Player
18385,96,87,56,Spaced Random Player
18386,99,53,49,Spaced Random Player
18387,100,88,70,Spaced Random Player
18388,94,74,54,Spaced Random Player
18389,90,86,42,Spaced Random Player
18390,100,64,62,Spaced Random Player
18391,95,37,37,Tie
18392,93,61,56,Spaced Random Player
18393,95,90,50,Spaced Random Player
18394,94,74,53,Spaced Random Player
18395,99,68,89,Random Target Player
18396,96,60,32,Spaced Random Player
18397,88,62,49,Spaced Random Player
18398,98,60,63,Random Target Player
18399,99,82,47,Spaced Random Player
18400,95,72,99,Random Target Player
18401,91,87,96,Random Target Player
18402,100,65,55,Spaced Random Player
18403,100,60,54,Spaced Random Player
18404,91,63,37,Spaced Random Player
18405,99,69,53,Spaced Random Player
18406,100,66,49,Spaced Random Player
18407,99,58,93,Random Target Player
18408,99,66,100,Random Target Player
18409,98,66,38,Spaced Random Player
18410,97,72,60,Spaced Random Player
18411,96,67,60,Spaced Random Player
18412,100,72,61,Spaced Random Player
18413,98,70,38,Spaced Random Player
18414,96,49,42,Spaced Random Player
18415,87,55,60,Random Target Player
18416,97,79,34,Spaced Random Player
18417,97,51,77,Random Target Player
18418,90,72,74,Random Target Player
18419,99,80,54,Spaced Random Player
18420,100,67,60,Spaced Random Player
18421,100,67,97,Random Target Player
18422,94,45,93,Random Target Player
18423,98,45,49,Random Target Player
18424,95,59,43,Spaced Random Player
18425,98,80,56,Spaced Random Player
18426,84,75,90,Random Target Player
18427,96,85,95,Random Target Player
18428,98,72,59,Spaced Random Player
18429,100,68,78,Random Target Player
18430,99,59,56,Spaced Random Player
18431,98,68,47,Spaced Random Player
18432,94,96,57,Spaced Random Player
18433,100,61,57,Spaced Random Player
18434,96,64,42,Spaced Random Player
18435,99,93,42,Spaced Random Player
18436,98,33,61,Random Target Player
18437,93,63,64,Random Target Player
18438,94,48,36,Spaced Random Player
18439,100,65,61,Spaced Random Player
18440,91,58,60,Random Target Player
18441,98,34,49,Random Target Player
18442,97,41,48,Random Target Player
18443,87,62,42,Spaced Random Player
18444,98,59,68,Random Target Player
18445,98,83,54,Spaced Random Player
18446,99,91,60,Spaced Random Player
18447,97,78,67,Spaced Random Player
18448,99,74,89,Random Target Player
18449,96,64,55,Spaced Random Player
18450,100,62,52,Spaced Random Player
18451,89,56,51,Spaced Random Player
18452,100,58,96,Random Target Player
18453,99,63,85,Random Target Player
18454,98,89,65,Spaced Random Player
18455,97,38,54,Random Target Player
18456,84,46,37,Spaced Random Player
18457,90,61,53,Spaced Random Player
18458,94,83,64,Spaced Random Player
18459,98,76,64,Spaced Random Player
18460,96,56,47,Spaced Random Player
18461,88,50,36,Spaced Random Player
18462,97,53,39,Spaced Random Player
18463,91,66,58,Spaced Random Player
18464,98,98,58,Spaced Random Player
18465,99,69,51,Spaced Random Player
18466,92,76,64,Spaced Random Player
18467,93,94,59,Spaced Random Player
18468,92,56,57,Random Target Player
18469,100,55,46,Spaced Random Player
18470,98,49,50,Random Target Player
18471,94,53,47,Spaced Random Player
18472,98,70,60,Spaced Random Player
18473,94,70,48,Spaced Random Player
18474,97,37,87,Random Target Player
18475,91,58,62,Random Target Player
18476,95,73,61,Spaced Random Player
18477,99,83,53,Spaced Random Player
18478,94,56,79,Random Target Player
18479,93,37,51,Random Target Player
18480,100,57,56,Spaced Random Player
18481,96,92,55,Spaced Random Player
18482,97,100,57,Spaced Random Player
18483,95,48,61,Random Target Player
18484,97,94,65,Spaced Random Player
18485,97,92,65,Spaced Random Player
18486,91,34,55,Random Target Player
18487,99,64,56,Spaced Random Player
18488,99,44,63,Random Target Player
18489,100,87,41,Spaced Random Player
18490,98,60,61,Random Target Player
18491,94,84,35,Spaced Random Player
18492,92,61,59,Spaced Random Player
18493,91,82,80,Spaced Random Player
18494,98,54,42,Spaced Random Player
18495,100,82,54,Spaced Random Player
18496,73,77,84,Random Player
18497,96,56,40,Spaced Random Player
18498,93,62,53,Spaced Random Player
18499,100,76,65,Spaced Random Player
18500,98,81,59,Spaced Random Player
18501,99,77,47,Spaced Random Player
18502,97,60,61,Random Target Player
18503,98,83,66,Spaced Random Player
18504,98,67,35,Spaced Random Player
18505,88,75,61,Spaced Random Player
18506,94,76,89,Random Target Player
18507,100,40,66,Random Target Player
18508,84,80,54,Spaced Random Player
18509,92,94,62,Spaced Random Player
18510,99,73,54,Spaced Random Player
18511,100,42,56,Random Target Player
18512,99,70,64,Spaced Random Player
18513,89,66,50,Spaced Random Player
18514,94,76,62,Spaced Random Player
18515,100,69,61,Spaced Random Player
18516,100,56,78,Random Target Player
18517,96,80,48,Spaced Random Player
18518,97,47,59,Random Target Player
18519,88,49,53,Random Target Player
18520,99,60,61,Random Target Player
18521,97,70,55,Spaced Random Player
18522,96,72,42,Spaced Random Player
18523,77,42,56,Random Target Player
18524,99,64,50,Spaced Random Player
18525,92,87,56,Spaced Random Player
18526,97,56,66,Random Target Player
18527,98,55,50,Spaced Random Player
18528,98,83,99,Random Target Player
18529,93,66,47,Spaced Random Player
18530,100,69,91,Random Target Player
18531,94,82,53,Spaced Random Player
18532,92,79,85,Random Target Player
18533,94,54,55,Random Target Player
18534,98,53,56,Random Target Player
18535,99,91,39,Spaced Random Player
18536,92,50,47,Spaced Random Player
18537,96,75,67,Spaced Random Player
18538,100,45,65,Random Target Player
18539,92,43,55,Random Target Player
18540,99,49,46,Spaced Random Player
18541,77,95,53,Spaced Random Player
18542,98,84,52,Spaced Random Player
18543,96,75,62,Spaced Random Player
18544,94,47,36,Spaced Random Player
18545,92,92,64,Spaced Random Player
18546,100,73,45,Spaced Random Player
18547,100,66,71,Random Target Player
18548,100,64,62,Spaced Random Player
18549,99,67,62,Spaced Random Player
18550,96,95,58,Spaced Random Player
18551,99,45,61,Random Target Player
18552,88,69,55,Spaced Random Player
18553,85,37,51,Random Target Player
18554,99,37,60,Random Target Player
18555,89,64,63,Spaced Random Player
18556,100,66,59,Spaced Random Player
18557,92,59,52,Spaced Random Player
18558,81,60,52,Spaced Random Player
18559,95,68,49,Spaced Random Player
18560,100,36,76,Random Target Player
18561,98,79,61,Spaced Random Player
18562,100,35,40,Random Target Player
18563,98,88,65,Spaced Random Player
18564,95,58,46,Spaced Random Player
18565,100,66,63,Spaced Random Player
18566,96,52,53,Random Target Player
18567,100,79,46,Spaced Random Player
18568,100,82,80,Spaced Random Player
18569,99,83,38,Spaced Random Player
18570,98,44,63,Random Target Player
18571,86,61,41,Spaced Random Player
18572,94,50,62,Random Target Player
18573,100,63,62,Spaced Random Player
18574,96,46,62,Random Target Player
18575,88,52,51,Spaced Random Player
18576,99,59,61,Random Target Player
18577,98,45,48,Random Target Player
18578,91,55,90,Random Target Player
18579,98,70,55,Spaced Random Player
18580,83,70,40,Spaced Random Player
18581,98,63,39,Spaced Random Player
18582,98,79,56,Spaced Random Player
18583,97,72,45,Spaced Random Player
18584,92,59,44,Spaced Random Player
18585,99,83,52,Spaced Random Player
18586,82,67,46,Spaced Random Player
18587,83,63,62,Spaced Random Player
18588,98,90,83,Spaced Random Player
18589,98,63,63,Tie
18590,97,69,59,Spaced Random Player
18591,96,41,42,Random Target Player
18592,91,77,53,Spaced Random Player
18593,98,61,73,Random Target Player
18594,97,64,46,Spaced Random Player
18595,97,72,50,Spaced Random Player
18596,92,80,85,Random Target Player
18597,95,73,67,Spaced Random Player
18598,97,100,68,Spaced Random Player
18599,99,74,52,Spaced Random Player
18600,94,77,50,Spaced Random Player
18601,92,79,53,Spaced Random Player
18602,99,47,43,Spaced Random Player
18603,97,46,58,Random Target Player
18604,98,80,75,Spaced Random Player
18605,99,96,64,Spaced Random Player
18606,99,42,39,Spaced Random Player
18607,98,55,51,Spaced Random Player
18608,90,55,60,Random Target Player
18609,97,73,98,Random Target Player
18610,85,92,61,Spaced Random Player
18611,76,52,65,Random Target Player
18612,100,61,52,Spaced Random Player
18613,83,51,62,Random Target Player
18614,98,53,46,Spaced Random Player
18615,99,71,62,Spaced Random Player
18616,81,60,57,Spaced Random Player
18617,89,63,49,Spaced Random Player
18618,100,80,60,Spaced Random Player
18619,94,58,94,Random Target Player
18620,96,84,59,Spaced Random Player
18621,99,81,72,Spaced Random Player
18622,94,70,47,Spaced Random Player
18623,100,62,75,Random Target Player
18624,98,44,84,Random Target Player
18625,99,87,42,Spaced Random Player
18626,98,63,57,Spaced Random Player
18627,97,32,79,Random Target Player
18628,96,47,39,Spaced Random Player
18629,96,84,64,Spaced Random Player
18630,99,66,80,Random Target Player
18631,88,76,56,Spaced Random Player
18632,100,41,46,Random Target Player
18633,95,57,94,Random Target Player
18634,90,70,86,Random Target Player
18635,89,100,60,Spaced Random Player
18636,100,56,64,Random Target Player
18637,97,62,67,Random Target Player
18638,99,58,52,Spaced Random Player
18639,93,47,48,Random Target Player
18640,92,55,94,Random Target Player
18641,93,49,48,Spaced Random Player
18642,98,76,47,Spaced Random Player
18643,97,90,60,Spaced Random Player
18644,96,79,56,Spaced Random Player
18645,99,82,42,Spaced Random Player
18646,98,56,56,Tie
18647,96,52,54,Random Target Player
18648,96,79,59,Spaced Random Player
18649,96,53,47,Spaced Random Player
18650,100,79,59,Spaced Random Player
18651,93,38,53,Random Target Player
18652,94,80,45,Spaced Random Player
18653,97,52,30,Spaced Random Player
18654,94,48,56,Random Target Player
18655,82,47,44,Spaced Random Player
18656,100,73,60,Spaced Random Player
18657,93,83,41,Spaced Random Player
18658,88,54,51,Spaced Random Player
18659,96,88,50,Spaced Random Player
18660,98,90,60,Spaced Random Player
18661,99,48,87,Random Target Player
18662,92,88,63,Spaced Random Player
18663,98,60,54,Spaced Random Player
18664,98,83,58,Spaced Random Player
18665,98,83,50,Spaced Random Player
18666,100,71,66,Spaced Random Player
18667,81,73,80,Random Target Player
18668,91,62,52,Spaced Random Player
18669,98,57,60,Random Target Player
18670,94,77,48,Spaced Random Player
18671,89,54,61,Random Target Player
18672,95,47,48,Random Target Player
18673,99,50,62,Random Target Player
18674,88,61,61,Tie
18675,90,53,60,Random Target Player
18676,96,43,49,Random Target Player
18677,98,60,46,Spaced Random Player
18678,92,70,50,Spaced Random Player
18679,99,85,52,Spaced Random Player
18680,92,51,80,Random Target Player
18681,99,54,48,Spaced Random Player
18682,97,77,44,Spaced Random Player
18683,96,97,71,Spaced Random Player
18684,100,32,95,Random Target Player
18685,89,58,45,Spaced Random Player
18686,98,82,58,Spaced Random Player
18687,88,36,59,Random Target Player
18688,94,37,39,Random Target Player
18689,98,34,55,Random Target Player
18690,89,74,92,Random Target Player
18691,99,82,53,Spaced Random Player
18692,94,47,87,Random Target Player
18693,97,53,41,Spaced Random Player
18694,96,84,53,Spaced Random Player
18695,98,86,89,Random Target Player
18696,96,67,44,Spaced Random Player
18697,95,69,55,Spaced Random Player
18698,97,98,100,Random Player
18699,94,96,73,Spaced Random Player
18700,98,78,95,Random Target Player
18701,96,29,67,Random Target Player
18702,96,61,56,Spaced Random Player
18703,84,57,57,Tie
18704,96,72,59,Spaced Random Player
18705,93,71,77,Random Target Player
18706,96,55,96,Random Target Player
18707,98,97,73,Spaced Random Player
18708,96,41,51,Random Target Player
18709,99,73,53,Spaced Random Player
18710,100,62,45,Spaced Random Player
18711,97,74,50,Spaced Random Player
18712,93,63,60,Spaced Random Player
18713,98,46,63,Random Target Player
18714,97,89,55,Spaced Random Player
18715,97,64,51,Spaced Random Player
18716,89,73,62,Spaced Random Player
18717,98,70,64,Spaced Random Player
18718,95,80,53,Spaced Random Player
18719,90,50,50,Tie
18720,100,72,31,Spaced Random Player
18721,100,70,59,Spaced Random Player
18722,96,96,63,Spaced Random Player
18723,83,93,53,Spaced Random Player
18724,95,76,62,Spaced Random Player
18725,94,80,38,Spaced Random Player
18726,98,55,74,Random Target Player
18727,98,74,63,Spaced Random Player
18728,90,67,66,Spaced Random Player
18729,93,68,60,Spaced Random Player
18730,95,88,79,Spaced Random Player
18731,93,65,60,Spaced Random Player
18732,99,97,78,Spaced Random Player
18733,95,67,58,Spaced Random Player
18734,100,56,54,Spaced Random Player
18735,100,61,70,Random Target Player
18736,95,59,49,Spaced Random Player
18737,100,68,43,Spaced Random Player
18738,96,43,59,Random Target Player
18739,100,45,62,Random Target Player
18740,95,73,49,Spaced Random Player
18741,99,53,62,Random Target Player
18742,90,83,49,Spaced Random Player
18743,99,48,54,Random Target Player
18744,98,90,57,Spaced Random Player
18745,98,57,46,Spaced Random Player
18746,100,39,58,Random Target Player
18747,94,89,60,Spaced Random Player
18748,97,48,98,Random Target Player
18749,97,97,80,Spaced Random Player
18750,98,69,66,Spaced Random Player
18751,97,78,56,Spaced Random Player
18752,93,56,91,Random Target Player
18753,90,82,57,Spaced Random Player
18754,100,64,46,Spaced Random Player
18755,100,44,72,Random Target Player
18756,93,89,60,Spaced Random Player
18757,100,86,52,Spaced Random Player
18758,93,76,51,Spaced Random Player
18759,96,62,61,Spaced Random Player
18760,88,100,52,Spaced Random Player
18761,93,66,59,Spaced Random Player
18762,98,53,60,Random Target Player
18763,99,69,51,Spaced Random Player
18764,95,61,47,Spaced Random Player
18765,94,50,48,Spaced Random Player
18766,97,66,39,Spaced Random Player
18767,100,86,39,Spaced Random Player
18768,94,54,38,Spaced Random Player
18769,92,39,48,Random Target Player
18770,98,92,53,Spaced Random Player
18771,99,55,66,Random Target Player
18772,92,66,92,Random Target Player
18773,97,62,62,Tie
18774,75,61,60,Spaced Random Player
18775,100,48,54,Random Target Player
18776,91,45,94,Random Target Player
18777,100,56,62,Random Target Player
18778,100,52,54,Random Target Player
18779,90,56,46,Spaced Random Player
18780,93,41,58,Random Target Player
18781,97,46,54,Random Target Player
18782,91,53,58,Random Target Player
18783,96,71,63,Spaced Random Player
18784,96,40,59,Random Target Player
18785,97,49,61,Random Target Player
18786,87,71,49,Spaced Random Player
18787,100,58,48,Spaced Random Player
18788,99,50,45,Spaced Random Player
18789,93,58,36,Spaced Random Player
18790,96,63,59,Spaced Random Player
18791,99,77,64,Spaced Random Player
18792,92,39,47,Random Target Player
18793,86,73,53,Spaced Random Player
18794,98,82,62,Spaced Random Player
18795,98,48,66,Random Target Player
18796,100,58,89,Random Target Player
18797,97,74,60,Spaced Random Player
18798,91,87,100,Random Target Player
18799,82,84,50,Spaced Random Player
18800,100,52,43,Spaced Random Player
18801,97,79,49,Spaced Random Player
18802,93,50,69,Random Target Player
18803,97,95,79,Spaced Random Player
18804,96,67,58,Spaced Random Player
18805,92,53,51,Spaced Random Player
18806,96,55,40,Spaced Random Player
18807,93,98,64,Spaced Random Player
18808,99,78,42,Spaced Random Player
18809,96,58,48,Spaced Random Player
18810,98,38,50,Random Target Player
18811,99,67,81,Random Target Player
18812,86,92,61,Spaced Random Player
18813,97,75,58,Spaced Random Player
18814,95,87,47,Spaced Random Player
18815,100,74,53,Spaced Random Player
18816,97,64,63,Spaced Random Player
18817,96,60,63,Random Target Player
18818,93,75,61,Spaced Random Player
18819,99,63,57,Spaced Random Player
18820,98,46,62,Random Target Player
18821,98,59,62,Random Target Player
18822,96,74,62,Spaced Random Player
18823,96,43,50,Random Target Player
18824,82,88,45,Spaced Random Player
18825,87,63,53,Spaced Random Player
18826,92,86,94,Random Target Player
18827,85,90,64,Spaced Random Player
18828,100,77,62,Spaced Random Player
18829,100,59,92,Random Target Player
18830,96,70,45,Spaced Random Player
18831,97,94,46,Spaced Random Player
18832,100,64,46,Spaced Random Player
18833,99,79,37,Spaced Random Player
18834,94,82,55,Spaced Random Player
18835,87,67,55,Spaced Random Player
18836,95,48,49,Random Target Player
18837,99,76,57,Spaced Random Player
18838,99,79,47,Spaced Random Player
18839,100,58,95,Random Target Player
18840,99,49,48,Spaced Random Player
18841,95,84,59,Spaced Random Player
18842,98,69,44,Spaced Random Player
18843,96,53,49,Spaced Random Player
18844,90,60,64,Random Target Player
18845,92,86,37,Spaced Random Player
18846,98,43,42,Spaced Random Player
18847,99,51,39,Spaced Random Player
18848,96,60,55,Spaced Random Player
18849,99,76,47,Spaced Random Player
18850,90,38,93,Random Target Player
18851,97,59,76,Random Target Player
18852,95,91,62,Spaced Random Player
18853,92,98,76,Spaced Random Player
18854,100,51,52,Random Target Player
18855,91,48,63,Random Target Player
18856,98,45,61,Random Target Player
18857,92,42,65,Random Target Player
18858,94,40,57,Random Target Player
18859,95,67,38,Spaced Random Player
18860,100,91,47,Spaced Random Player
18861,100,99,91,Spaced Random Player
18862,87,80,51,Spaced Random Player
18863,98,79,48,Spaced Random Player
18864,100,46,55,Random Target Player
18865,100,53,40,Spaced Random Player
18866,98,48,62,Random Target Player
18867,99,52,88,Random Target Player
18868,99,43,77,Random Target Player
18869,96,58,48,Spaced Random Player
18870,99,61,41,Spaced Random Player
18871,100,57,62,Random Target Player
18872,100,94,47,Spaced Random Player
18873,98,83,52,Spaced Random Player
18874,96,74,55,Spaced Random Player
18875,97,57,44,Spaced Random Player
18876,97,64,53,Spaced Random Player
18877,96,84,88,Random Target Player
18878,85,67,51,Spaced Random Player
18879,92,58,58,Tie
18880,94,90,68,Spaced Random Player
