# Battleship Game Analysis Results
# Generated: 2025-10-23 13:34:32
# Comparison Type: three-bot-comparison

# THREE-WAY COMPARISON SUMMARY
Metric,Random Player,Random Target Player,Spaced Random Player,Winner
76,99,85,85,Tie
77,90,58,47,Spaced Random Player
78,90,74,59,Spaced Random Player
79,100,98,65,Spaced Random Player
80,97,61,56,Spaced Random Player
81,80,68,36,Spaced Random Player
82,92,82,39,Spaced Random Player
83,99,58,58,Tie
84,95,69,37,Spaced Random Player
85,98,58,57,Spaced Random Player
86,91,43,62,Random Target Player
87,95,85,54,Spaced Random Player
88,99,70,38,Spaced Random Player
89,100,54,96,Random Target Player
90,100,68,46,Spaced Random Player
91,95,84,62,Spaced Random Player
92,89,57,62,Random Target Player
93,79,68,97,Random Target Player
94,97,69,44,Spaced Random Player
95,100,65,80,Random Target Player
96,100,67,58,Spaced Random Player
97,89,62,49,Spaced Random Player
98,97,69,49,Spaced Random Player
99,98,54,55,Random Target Player
100,83,90,95,Random Player
101,96,56,99,Random Target Player
102,96,56,54,Spaced Random Player
103,95,72,56,Spaced Random Player
104,93,56,63,Random Target Player
105,100,58,67,Random Target Player
106,100,98,53,Spaced Random Player
107,96,40,89,Random Target Player
108,81,58,49,Spaced Random Player
109,86,94,48,Spaced Random Player
110,96,67,39,Spaced Random Player
111,93,87,79,Spaced Random Player
112,99,64,38,Spaced Random Player
113,100,42,57,Random Target Player
114,100,90,51,Spaced Random Player
115,100,39,55,Random Target Player
116,97,66,79,Random Target Player
117,100,87,73,Spaced Random Player
118,98,76,40,Spaced Random Player
119,96,67,64,Spaced Random Player
120,99,50,45,Spaced Random Player
121,98,85,57,Spaced Random Player
122,90,42,58,Random Target Player
123,89,64,46,Spaced Random Player
124,97,82,65,Spaced Random Player
125,95,58,61,Random Target Player
126,97,82,59,Spaced Random Player
127,90,49,65,Random Target Player
128,94,77,51,Spaced Random Player
129,100,97,66,Spaced Random Player
130,91,62,66,Random Target Player
131,94,50,43,Spaced Random Player
132,99,80,96,Random Target Player
133,100,51,63,Random Target Player
134,98,70,42,Spaced Random Player
135,99,87,57,Spaced Random Player
136,88,96,63,Spaced Random Player
137,97,68,64,Spaced Random Player
138,100,40,61,Random Target Player
139,100,74,56,Spaced Random Player
140,97,76,60,Spaced Random Player
141,99,58,96,Random Target Player
142,94,54,92,Random Target Player
143,99,92,60,Spaced Random Player
144,100,48,60,Random Target Player
145,96,51,65,Random Target Player
146,87,77,48,Spaced Random Player
147,91,88,53,Spaced Random Player
148,82,95,60,Spaced Random Player
149,100,77,39,Spaced Random Player
150,100,44,51,Random Target Player
151,96,45,96,Random Target Player
152,96,41,59,Random Target Player
153,97,73,59,Spaced Random Player
154,96,61,63,Random Target Player
155,98,40,53,Random Target Player
156,84,73,43,Spaced Random Player
157,96,53,47,Spaced Random Player
158,87,78,55,Spaced Random Player
159,99,48,83,Random Target Player
160,98,83,90,Random Target Player
161,98,68,57,Spaced Random Player
162,98,56,58,Random Target Player
163,97,52,51,Spaced Random Player
164,98,70,98,Random Target Player
165,98,66,52,Spaced Random Player
166,98,37,51,Random Target Player
167,87,70,35,Spaced Random Player
168,96,64,66,Random Target Player
169,98,69,62,Spaced Random Player
170,92,87,63,Spaced Random Player
171,91,57,56,Spaced Random Player
172,100,54,50,Spaced Random Player
173,83,77,54,Spaced Random Player
174,100,52,59,Random Target Player
175,88,85,62,Spaced Random Player
176,98,44,73,Random Target Player
177,98,61,59,Spaced Random Player
178,97,42,43,Random Target Player
179,95,74,79,Random Target Player
180,96,48,54,Random Target Player
181,99,82,58,Spaced Random Player
182,85,68,56,Spaced Random Player
183,82,100,51,Spaced Random Player
184,91,75,59,Spaced Random Player
185,89,60,47,Spaced Random Player
186,93,55,58,Random Target Player
187,98,59,46,Spaced Random Player
188,82,78,77,Spaced Random Player
189,98,85,55,Spaced Random Player
190,97,94,73,Spaced Random Player
191,88,76,45,Spaced Random Player
192,93,68,53,Spaced Random Player
193,100,70,86,Random Target Player
194,90,69,43,Spaced Random Player
195,95,54,37,Spaced Random Player
196,98,40,61,Random Target Player
197,95,64,56,Spaced Random Player
198,100,87,58,Spaced Random Player
199,96,49,63,Random Target Player
200,98,66,98,Random Target Player
201,99,37,48,Random Target Player
202,88,79,39,Spaced Random Player
203,99,75,63,Spaced Random Player
204,95,49,55,Random Target Player
205,100,98,83,Spaced Random Player
206,99,65,51,Spaced Random Player
207,93,59,63,Random Target Player
208,75,62,49,Spaced Random Player
209,90,71,49,Spaced Random Player
210,97,56,65,Random Target Player
211,99,56,46,Spaced Random Player
212,95,100,93,Spaced Random Player
213,94,69,59,Spaced Random Player
214,98,58,63,Random Target Player
215,97,73,44,Spaced Random Player
216,97,92,40,Spaced Random Player
217,89,54,63,Random Target Player
218,94,47,51,Random Target Player
219,93,77,46,Spaced Random Player
220,100,65,53,Spaced Random Player
221,98,61,64,Random Target Player
222,75,81,66,Spaced Random Player
223,94,75,56,Spaced Random Player
224,80,64,65,Random Target Player
225,98,67,57,Spaced Random Player
226,98,78,67,Spaced Random Player
227,99,96,60,Spaced Random Player
228,96,67,62,Spaced Random Player
229,100,80,54,Spaced Random Player
230,98,42,58,Random Target Player
231,93,51,46,Spaced Random Player
232,100,55,58,Random Target Player
233,100,96,59,Spaced Random Player
234,99,83,40,Spaced Random Player
235,95,72,92,Random Target Player
236,97,62,60,Spaced Random Player
237,91,77,43,Spaced Random Player
238,92,59,52,Spaced Random Player
239,98,72,60,Spaced Random Player
240,85,75,59,Spaced Random Player
241,97,44,58,Random Target Player
242,94,89,51,Spaced Random Player
243,100,71,41,Spaced Random Player
244,98,52,33,Spaced Random Player
245,97,76,35,Spaced Random Player
246,98,84,66,Spaced Random Player
247,96,66,55,Spaced Random Player
248,98,48,58,Random Target Player
249,97,56,61,Random Target Player
250,100,53,49,Spaced Random Player
251,92,46,60,Random Target Player
252,99,45,60,Random Target Player
253,100,86,53,Spaced Random Player
254,99,60,62,Random Target Player
255,96,77,66,Spaced Random Player
256,99,37,57,Random Target Player
257,76,55,46,Spaced Random Player
258,83,38,89,Random Target Player
259,100,53,69,Random Target Player
260,99,54,75,Random Target Player
261,98,39,42,Random Target Player
262,90,93,53,Spaced Random Player
263,88,68,56,Spaced Random Player
264,93,76,82,Random Target Player
265,92,55,57,Random Target Player
266,97,69,69,Tie
267,97,67,63,Spaced Random Player
268,89,43,57,Random Target Player
269,92,94,60,Spaced Random Player
270,95,65,64,Spaced Random Player
271,100,84,49,Spaced Random Player
272,86,76,57,Spaced Random Player
273,97,65,89,Random Target Player
274,100,74,43,Spaced Random Player
275,100,52,56,Random Target Player
276,95,70,60,Spaced Random Player
277,100,49,62,Random Target Player
278,100,51,56,Random Target Player
279,97,77,59,Spaced Random Player
280,100,95,51,Spaced Random Player
281,97,68,64,Spaced Random Player
282,85,56,98,Random Target Player
283,99,63,61,Spaced Random Player
284,86,66,93,Random Target Player
285,93,32,63,Random Target Player
286,100,86,57,Spaced Random Player
287,82,40,37,Spaced Random Player
288,83,40,48,Random Target Player
289,98,99,58,Spaced Random Player
290,84,76,53,Spaced Random Player
291,100,77,59,Spaced Random Player
292,97,84,55,Spaced Random Player
293,100,28,47,Random Target Player
294,90,79,54,Spaced Random Player
295,99,85,42,Spaced Random Player
296,95,44,61,Random Target Player
297,90,55,65,Random Target Player
298,95,100,54,Spaced Random Player
299,88,100,69,Spaced Random Player
300,100,68,61,Spaced Random Player
301,97,45,40,Spaced Random Player
302,99,84,68,Spaced Random Player
303,100,69,51,Spaced Random Player
304,99,74,55,Spaced Random Player
305,99,46,59,Random Target Player
306,95,52,64,Random Target Player
307,98,47,42,Spaced Random Player
308,97,78,91,Random Target Player
309,93,93,59,Spaced Random Player
310,99,80,46,Spaced Random Player
311,99,54,57,Random Target Player
312,99,57,63,Random Target Player
313,90,63,62,Spaced Random Player
314,78,90,59,Spaced Random Player
315,99,57,61,Random Target Player
316,93,51,43,Spaced Random Player
317,93,78,64,Spaced Random Player
318,100,61,63,Random Target Player
319,98,58,64,Random Target Player
320,94,51,62,Random Target Player
321,96,50,55,Random Target Player
322,100,55,67,Random Target Player
323,92,60,60,Tie
324,99,80,58,Spaced Random Player
325,99,88,38,Spaced Random Player
326,97,43,70,Random Target Player
327,98,42,57,Random Target Player
328,95,84,46,Spaced Random Player
329,98,68,66,Spaced Random Player
330,94,74,50,Spaced Random Player
331,98,91,36,Spaced Random Player
332,100,56,64,Random Target Player
333,91,80,52,Spaced Random Player
334,96,63,59,Spaced Random Player
335,94,94,54,Spaced Random Player
336,97,60,85,Random Target Player
337,94,57,63,Random Target Player
338,99,57,57,Tie
339,93,55,66,Random Target Player
340,96,67,53,Spaced Random Player
341,100,50,62,Random Target Player
342,96,65,52,Spaced Random Player
343,95,73,63,Spaced Random Player
344,97,53,92,Random Target Player
345,99,42,34,Spaced Random Player
346,91,98,53,Spaced Random Player
347,85,44,59,Random Target Player
348,97,45,95,Random Target Player
349,100,48,61,Random Target Player
350,92,68,90,Random Target Player
351,99,52,66,Random Target Player
352,100,52,57,Random Target Player
353,83,64,67,Random Target Player
354,98,90,40,Spaced Random Player
355,94,67,82,Random Target Player
356,99,99,56,Spaced Random Player
357,91,83,82,Spaced Random Player
358,92,49,53,Random Target Player
359,99,83,54,Spaced Random Player
360,95,57,99,Random Target Player
361,100,60,56,Spaced Random Player
362,90,53,42,Spaced Random Player
363,92,72,52,Spaced Random Player
364,95,73,95,Random Target Player
365,98,69,64,Spaced Random Player
366,100,35,59,Random Target Player
367,88,45,45,Tie
368,100,96,61,Spaced Random Player
369,97,74,45,Spaced Random Player
370,99,68,57,Spaced Random Player
371,84,68,38,Spaced Random Player
372,92,58,58,Tie
373,100,96,92,Spaced Random Player
374,99,49,61,Random Target Player
375,91,46,64,Random Target Player
376,100,74,58,Spaced Random Player
377,93,42,52,Random Target Player
378,97,68,98,Random Target Player
379,99,63,49,Spaced Random Player
380,96,64,89,Random Target Player
381,94,52,48,Spaced Random Player
382,100,83,58,Spaced Random Player
383,100,84,58,Spaced Random Player
384,100,81,56,Spaced Random Player
385,98,65,54,Spaced Random Player
386,100,85,74,Spaced Random Player
387,98,46,58,Random Target Player
388,81,43,59,Random Target Player
389,99,66,86,Random Target Player
390,83,86,57,Spaced Random Player
391,98,91,50,Spaced Random Player
392,92,70,50,Spaced Random Player
393,97,58,49,Spaced Random Player
394,100,98,58,Spaced Random Player
395,94,51,64,Random Target Player
396,88,37,63,Random Target Player
397,96,39,58,Random Target Player
398,99,58,40,Spaced Random Player
399,89,74,85,Random Target Player
400,92,96,45,Spaced Random Player
401,78,66,66,Tie
402,99,75,92,Random Target Player
403,100,98,57,Spaced Random Player
404,86,78,46,Spaced Random Player
405,94,81,48,Spaced Random Player
406,99,80,46,Spaced Random Player
407,90,47,57,Random Target Player
408,94,58,48,Spaced Random Player
409,94,65,58,Spaced Random Player
410,97,67,50,Spaced Random Player
411,98,87,51,Spaced Random Player
412,89,92,84,Spaced Random Player
413,91,56,55,Spaced Random Player
414,95,49,37,Spaced Random Player
415,95,62,33,Spaced Random Player
416,94,72,78,Random Target Player
417,97,66,76,Random Target Player
418,85,69,42,Spaced Random Player
419,100,73,57,Spaced Random Player
420,97,47,52,Random Target Player
421,96,84,55,Spaced Random Player
422,91,100,50,Spaced Random Player
423,100,79,59,Spaced Random Player
424,89,77,52,Spaced Random Player
425,96,80,31,Spaced Random Player
426,100,71,51,Spaced Random Player
427,98,84,56,Spaced Random Player
428,97,75,38,Spaced Random Player
429,97,89,87,Spaced Random Player
430,97,30,56,Random Target Player
431,87,53,42,Spaced Random Player
432,93,89,40,Spaced Random Player
433,97,82,67,Spaced Random Player
434,99,65,50,Spaced Random Player
435,97,50,53,Random Target Player
436,95,39,49,Random Target Player
437,97,48,62,Random Target Player
438,99,55,54,Spaced Random Player
439,91,100,63,Spaced Random Player
440,99,61,49,Spaced Random Player
441,98,59,57,Spaced Random Player
442,91,57,68,Random Target Player
443,93,75,61,Spaced Random Player
444,94,76,37,Spaced Random Player
445,99,52,61,Random Target Player
446,97,50,47,Spaced Random Player
447,98,55,54,Spaced Random Player
448,95,70,78,Random Target Player
449,100,89,64,Spaced Random Player
450,92,52,57,Random Target Player
451,99,88,43,Spaced Random Player
452,98,44,60,Random Target Player
453,90,60,46,Spaced Random Player
454,99,34,54,Random Target Player
455,88,100,54,Spaced Random Player
456,90,63,93,Random Target Player
457,91,62,63,Random Target Player
458,100,84,40,Spaced Random Player
459,100,82,49,Spaced Random Player
460,99,71,48,Spaced Random Player
461,90,74,54,Spaced Random Player
462,93,94,53,Spaced Random Player
463,98,93,39,Spaced Random Player
464,99,73,63,Spaced Random Player
465,99,56,59,Random Target Player
466,98,75,53,Spaced Random Player
467,100,39,33,Spaced Random Player
468,97,55,38,Spaced Random Player
469,96,67,55,Spaced Random Player
470,100,81,57,Spaced Random Player
471,100,74,85,Random Target Player
472,89,95,48,Spaced Random Player
473,86,73,66,Spaced Random Player
474,96,62,39,Spaced Random Player
475,100,44,39,Spaced Random Player
476,100,72,39,Spaced Random Player
477,97,44,42,Spaced Random Player
478,91,62,99,Random Target Player
479,94,49,95,Random Target Player
480,89,57,42,Spaced Random Player
481,98,66,56,Spaced Random Player
482,95,44,66,Random Target Player
483,88,99,58,Spaced Random Player
484,98,87,49,Spaced Random Player
485,97,58,48,Spaced Random Player
486,100,87,49,Spaced Random Player
487,100,86,49,Spaced Random Player
488,96,49,43,Spaced Random Player
489,96,54,54,Tie
490,88,53,46,Spaced Random Player
491,86,35,51,Random Target Player
492,97,58,61,Random Target Player
493,77,54,51,Spaced Random Player
494,94,33,46,Random Target Player
495,98,87,51,Spaced Random Player
496,82,68,55,Spaced Random Player
497,95,59,40,Spaced Random Player
498,86,71,50,Spaced Random Player
499,93,45,97,Random Target Player
500,99,65,42,Spaced Random Player
501,98,63,37,Spaced Random Player
502,95,44,59,Random Target Player
503,89,78,79,Random Target Player
504,99,39,62,Random Target Player
505,99,61,64,Random Target Player
506,94,88,93,Random Target Player
507,99,66,62,Spaced Random Player
508,100,83,46,Spaced Random Player
509,94,100,64,Spaced Random Player
510,94,83,53,Spaced Random Player
511,96,65,57,Spaced Random Player
512,98,53,52,Spaced Random Player
513,95,52,64,Random Target Player
514,89,94,58,Spaced Random Player
515,93,57,100,Random Target Player
516,95,97,35,Spaced Random Player
517,77,48,65,Random Target Player
518,100,68,56,Spaced Random Player
519,100,51,60,Random Target Player
520,92,100,97,Random Player
521,97,92,64,Spaced Random Player
522,98,68,54,Spaced Random Player
523,91,37,55,Random Target Player
524,95,49,47,Spaced Random Player
525,99,49,97,Random Target Player
526,96,87,97,Random Target Player
527,96,75,43,Spaced Random Player
528,100,54,65,Random Target Player
529,97,72,48,Spaced Random Player
530,99,72,64,Spaced Random Player
531,96,69,59,Spaced Random Player
532,98,77,66,Spaced Random Player
533,98,47,58,Random Target Player
534,100,68,58,Spaced Random Player
535,96,45,51,Random Target Player
536,100,52,99,Random Target Player
537,100,71,54,Spaced Random Player
538,95,67,52,Spaced Random Player
539,97,72,47,Spaced Random Player
540,88,71,84,Random Target Player
541,97,74,85,Random Target Player
542,99,61,45,Spaced Random Player
543,97,49,36,Spaced Random Player
544,97,82,53,Spaced Random Player
545,97,58,64,Random Target Player
546,98,89,55,Spaced Random Player
547,98,37,60,Random Target Player
548,95,69,45,Spaced Random Player
549,95,49,64,Random Target Player
550,98,66,37,Spaced Random Player
551,97,86,62,Spaced Random Player
552,98,85,89,Random Target Player
553,99,73,57,Spaced Random Player
554,88,80,59,Spaced Random Player
555,97,87,41,Spaced Random Player
556,98,84,61,Spaced Random Player
557,100,49,55,Random Target Player
558,96,70,54,Spaced Random Player
559,100,74,68,Spaced Random Player
560,97,66,56,Spaced Random Player
561,97,60,58,Spaced Random Player
562,94,59,57,Spaced Random Player
563,89,43,62,Random Target Player
564,100,61,88,Random Target Player
565,97,77,63,Spaced Random Player
566,100,51,61,Random Target Player
567,100,55,60,Random Target Player
568,95,59,71,Random Target Player
569,100,97,60,Spaced Random Player
570,100,72,50,Spaced Random Player
571,92,68,49,Spaced Random Player
572,100,47,51,Random Target Player
573,90,62,42,Spaced Random Player
574,100,88,57,Spaced Random Player
575,100,52,67,Random Target Player
576,100,79,33,Spaced Random Player
577,98,50,63,Random Target Player
578,100,74,54,Spaced Random Player
579,93,55,54,Spaced Random Player
580,93,80,38,Spaced Random Player
581,99,46,61,Random Target Player
582,95,84,37,Spaced Random Player
583,100,93,54,Spaced Random Player
584,99,64,53,Spaced Random Player
585,96,46,41,Spaced Random Player
586,97,73,62,Spaced Random Player
587,95,80,60,Spaced Random Player
588,77,62,46,Spaced Random Player
589,99,73,60,Spaced Random Player
590,95,44,49,Random Target Player
591,100,89,59,Spaced Random Player
592,98,50,52,Random Target Player
593,100,49,53,Random Target Player
594,95,46,59,Random Target Player
595,100,76,82,Random Target Player
596,84,62,47,Spaced Random Player
597,79,61,61,Tie
598,100,55,52,Spaced Random Player
599,86,71,60,Spaced Random Player
600,97,60,57,Spaced Random Player
601,98,75,62,Spaced Random Player
602,96,58,53,Spaced Random Player
603,98,65,62,Spaced Random Player
604,96,88,59,Spaced Random Player
605,100,59,51,Spaced Random Player
606,95,87,63,Spaced Random Player
607,98,49,60,Random Target Player
608,100,39,50,Random Target Player
609,92,44,85,Random Target Player
610,96,74,51,Spaced Random Player
611,92,82,47,Spaced Random Player
612,75,44,51,Random Target Player
613,90,74,52,Spaced Random Player
614,100,66,57,Spaced Random Player
615,94,58,53,Spaced Random Player
616,99,55,57,Random Target Player
617,92,75,50,Spaced Random Player
618,100,76,37,Spaced Random Player
619,100,70,48,Spaced Random Player
620,100,65,94,Random Target Player
621,90,49,56,Random Target Player
622,99,75,58,Spaced Random Player
623,94,36,96,Random Target Player
624,95,66,59,Spaced Random Player
625,93,72,63,Spaced Random Player
626,83,57,63,Random Target Player
627,96,98,37,Spaced Random Player
628,87,36,56,Random Target Player
629,100,69,48,Spaced Random Player
630,97,76,61,Spaced Random Player
631,97,77,44,Spaced Random Player
632,100,51,39,Spaced Random Player
633,95,66,33,Spaced Random Player
634,98,90,58,Spaced Random Player
635,100,41,60,Random Target Player
636,99,44,61,Random Target Player
637,83,67,90,Random Target Player
638,99,57,58,Random Target Player
639,100,74,56,Spaced Random Player
640,97,68,54,Spaced Random Player
641,95,81,93,Random Target Player
642,69,37,56,Random Target Player
643,100,69,41,Spaced Random Player
644,100,59,72,Random Target Player
645,98,44,50,Random Target Player
646,92,80,56,Spaced Random Player
647,97,78,60,Spaced Random Player
648,100,59,59,Tie
649,78,68,35,Spaced Random Player
650,97,38,58,Random Target Player
651,100,78,53,Spaced Random Player
652,94,73,41,Spaced Random Player
653,93,67,50,Spaced Random Player
654,100,56,60,Random Target Player
655,81,45,62,Random Target Player
656,98,92,50,Spaced Random Player
657,96,76,64,Spaced Random Player
658,99,33,43,Random Target Player
659,99,42,61,Random Target Player
660,98,51,56,Random Target Player
661,99,93,52,Spaced Random Player
662,97,54,61,Random Target Player
663,100,63,64,Random Target Player
664,100,73,62,Spaced Random Player
665,100,56,53,Spaced Random Player
666,98,63,43,Spaced Random Player
667,92,65,74,Random Target Player
668,100,99,56,Spaced Random Player
669,98,83,65,Spaced Random Player
670,99,77,57,Spaced Random Player
671,98,78,54,Spaced Random Player
672,100,66,50,Spaced Random Player
673,96,55,53,Spaced Random Player
674,98,83,94,Random Target Player
675,97,58,48,Spaced Random Player
676,94,52,65,Random Target Player
677,83,54,51,Spaced Random Player
678,100,97,87,Spaced Random Player
679,94,63,48,Spaced Random Player
680,94,55,61,Random Target Player
681,100,84,64,Spaced Random Player
682,97,54,57,Random Target Player
683,100,57,49,Spaced Random Player
684,96,82,63,Spaced Random Player
685,99,90,56,Spaced Random Player
686,96,53,77,Random Target Player
687,94,49,53,Random Target Player
688,98,69,56,Spaced Random Player
689,95,54,80,Random Target Player
690,94,45,50,Random Target Player
691,93,71,57,Spaced Random Player
692,98,66,41,Spaced Random Player
693,95,50,94,Random Target Player
694,99,51,55,Random Target Player
695,95,67,58,Spaced Random Player
696,78,39,56,Random Target Player
697,100,83,62,Spaced Random Player
698,98,69,57,Spaced Random Player
699,97,89,53,Spaced Random Player
700,99,56,60,Random Target Player
701,97,42,56,Random Target Player
702,97,94,98,Random Target Player
703,98,91,48,Spaced Random Player
704,96,59,46,Spaced Random Player
705,100,57,52,Spaced Random Player
706,97,95,58,Spaced Random Player
707,98,55,99,Random Target Player
708,97,79,63,Spaced Random Player
709,94,68,53,Spaced Random Player
710,96,86,89,Random Target Player
711,94,54,63,Random Target Player
712,96,59,43,Spaced Random Player
713,91,44,59,Random Target Player
714,100,91,58,Spaced Random Player
715,95,79,62,Spaced Random Player
716,93,54,54,Tie
717,97,58,66,Random Target Player
718,100,64,66,Random Target Player
719,99,60,47,Spaced Random Player
720,96,92,50,Spaced Random Player
721,99,43,62,Random Target Player
722,80,78,50,Spaced Random Player
723,99,69,59,Spaced Random Player
724,99,69,75,Random Target Player
725,99,59,44,Spaced Random Player
726,98,67,74,Random Target Player
727,100,71,46,Spaced Random Player
728,92,66,63,Spaced Random Player
729,93,87,58,Spaced Random Player
730,97,76,59,Spaced Random Player
731,97,64,50,Spaced Random Player
732,100,69,90,Random Target Player
733,97,57,57,Tie
734,97,76,67,Spaced Random Player
735,99,40,98,Random Target Player
736,94,89,63,Spaced Random Player
737,100,66,43,Spaced Random Player
738,96,52,44,Spaced Random Player
739,98,51,62,Random Target Player
740,98,65,75,Random Target Player
741,89,82,96,Random Target Player
742,97,81,56,Spaced Random Player
743,100,84,81,Spaced Random Player
744,95,79,85,Random Target Player
745,98,63,56,Spaced Random Player
746,99,50,58,Random Target Player
747,98,65,57,Spaced Random Player
748,100,64,42,Spaced Random Player
749,96,58,61,Random Target Player
750,98,68,47,Spaced Random Player
751,100,52,66,Random Target Player
752,95,70,97,Random Target Player
753,84,84,44,Spaced Random Player
754,95,52,58,Random Target Player
755,98,75,51,Spaced Random Player
756,99,46,37,Spaced Random Player
757,79,48,84,Random Target Player
758,99,56,55,Spaced Random Player
759,97,55,64,Random Target Player
760,95,57,43,Spaced Random Player
761,93,80,57,Spaced Random Player
762,90,67,59,Spaced Random Player
763,100,78,62,Spaced Random Player
764,94,50,54,Random Target Player
765,98,88,73,Spaced Random Player
766,90,68,62,Spaced Random Player
767,99,73,58,Spaced Random Player
768,97,78,95,Random Target Player
769,90,40,59,Random Target Player
770,94,41,50,Random Target Player
771,93,66,63,Spaced Random Player
772,93,49,52,Random Target Player
773,94,45,41,Spaced Random Player
774,79,81,64,Spaced Random Player
775,97,51,52,Random Target Player
776,95,75,40,Spaced Random Player
777,91,69,51,Spaced Random Player
778,95,82,64,Spaced Random Player
779,95,85,31,Spaced Random Player
780,100,77,97,Random Target Player
781,93,43,58,Random Target Player
782,96,84,63,Spaced Random Player
783,98,53,43,Spaced Random Player
784,94,74,56,Spaced Random Player
785,100,91,65,Spaced Random Player
786,98,77,52,Spaced Random Player
787,99,79,65,Spaced Random Player
788,100,85,57,Spaced Random Player
789,91,96,73,Spaced Random Player
790,89,59,95,Random Target Player
791,91,59,50,Spaced Random Player
792,100,61,51,Spaced Random Player
793,98,90,91,Random Target Player
794,97,50,75,Random Target Player
795,90,45,59,Random Target Player
796,100,80,40,Spaced Random Player
797,87,89,57,Spaced Random Player
798,88,36,58,Random Target Player
799,95,63,53,Spaced Random Player
800,97,65,62,Spaced Random Player
801,93,75,60,Spaced Random Player
802,100,70,61,Spaced Random Player
803,94,58,62,Random Target Player
804,97,56,75,Random Target Player
805,99,72,58,Spaced Random Player
806,95,91,88,Spaced Random Player
807,96,54,63,Random Target Player
808,88,56,35,Spaced Random Player
809,95,66,59,Spaced Random Player
810,98,45,59,Random Target Player
811,98,26,63,Random Target Player
812,98,68,58,Spaced Random Player
813,98,57,37,Spaced Random Player
814,98,46,54,Random Target Player
815,96,74,63,Spaced Random Player
816,100,35,56,Random Target Player
817,91,65,61,Spaced Random Player
818,95,97,87,Spaced Random Player
819,98,76,57,Spaced Random Player
820,100,85,66,Spaced Random Player
821,98,68,39,Spaced Random Player
822,98,89,66,Spaced Random Player
823,94,37,57,Random Target Player
824,100,60,61,Random Target Player
825,90,72,52,Spaced Random Player
826,99,43,54,Random Target Player
827,89,47,85,Random Target Player
828,89,67,46,Spaced Random Player
829,95,56,60,Random Target Player
830,77,76,56,Spaced Random Player
831,96,39,53,Random Target Player
832,100,86,58,Spaced Random Player
833,95,86,57,Spaced Random Player
834,97,65,51,Spaced Random Player
835,90,77,48,Spaced Random Player
836,96,96,48,Spaced Random Player
837,96,93,37,Spaced Random Player
838,93,95,89,Spaced Random Player
839,98,34,56,Random Target Player
840,92,57,57,Tie
