# Battleship Game Analysis Results
# Generated: 2025-10-23 13:10:07
# Comparison Type: three-bot-comparison

# THREE-WAY COMPARISON SUMMARY
Metric,Random Player,Random Target Player,Spaced Random Player,Winner
112,99,62,71,Random Target Player
113,94,73,78,Random Target Player
114,95,59,74,Random Target Player
115,95,58,34,Spaced Random Player
116,97,75,57,Spaced Random Player
117,94,98,85,Spaced Random Player
118,97,78,95,Random Target Player
119,100,71,72,Random Target Player
120,93,51,47,Spaced Random Player
121,98,94,78,Spaced Random Player
122,100,44,83,Random Target Player
123,97,67,54,Spaced Random Player
124,79,56,81,Random Target Player
125,95,79,75,Spaced Random Player
126,94,51,54,Random Target Player
127,83,64,62,Spaced Random Player
128,99,69,56,Spaced Random Player
129,96,55,59,Random Target Player
130,100,91,46,Spaced Random Player
131,96,58,85,Random Target Player
132,95,56,78,Random Target Player
133,95,68,65,Spaced Random Player
134,100,64,77,Random Target Player
135,99,76,41,Spaced Random Player
136,90,83,39,Spaced Random Player
137,98,67,55,Spaced Random Player
138,99,78,83,Random Target Player
139,97,79,48,Spaced Random Player
140,99,82,49,Spaced Random Player
141,91,59,54,Spaced Random Player
142,82,75,71,Spaced Random Player
143,99,83,54,Spaced Random Player
144,87,59,72,Random Target Player
145,91,66,86,Random Target Player
146,95,53,79,Random Target Player
147,94,88,65,Spaced Random Player
148,86,82,99,Random Target Player
149,89,94,46,Spaced Random Player
150,99,48,67,Random Target Player
151,94,41,65,Random Target Player
152,97,78,89,Random Target Player
153,97,81,82,Random Target Player
154,96,60,56,Spaced Random Player
155,92,77,42,Spaced Random Player
156,99,58,85,Random Target Player
157,94,45,56,Random Target Player
158,100,64,77,Random Target Player
159,83,64,89,Random Target Player
160,100,92,55,Spaced Random Player
161,99,59,59,Tie
162,100,86,64,Spaced Random Player
163,95,68,58,Spaced Random Player
164,100,66,54,Spaced Random Player
165,99,27,51,Random Target Player
166,99,54,68,Random Target Player
167,98,57,53,Spaced Random Player
168,97,34,63,Random Target Player
169,100,90,62,Spaced Random Player
170,99,62,57,Spaced Random Player
171,90,58,83,Random Target Player
172,84,58,47,Spaced Random Player
173,93,50,61,Random Target Player
174,89,64,45,Spaced Random Player
175,95,71,73,Random Target Player
176,96,54,57,Random Target Player
177,86,70,63,Spaced Random Player
178,99,93,68,Spaced Random Player
179,95,61,75,Random Target Player
180,100,49,81,Random Target Player
181,100,62,48,Spaced Random Player
182,98,63,79,Random Target Player
183,100,57,81,Random Target Player
184,93,57,59,Random Target Player
185,95,59,75,Random Target Player
186,94,74,82,Random Target Player
187,91,48,86,Random Target Player
188,100,33,73,Random Target Player
189,92,82,86,Random Target Player
190,88,85,52,Spaced Random Player
191,100,70,63,Spaced Random Player
192,90,86,79,Spaced Random Player
193,95,63,61,Spaced Random Player
194,89,41,78,Random Target Player
195,87,84,98,Random Target Player
196,96,49,82,Random Target Player
197,97,73,80,Random Target Player
198,73,66,73,Random Target Player
199,82,47,55,Random Target Player
200,100,76,67,Spaced Random Player
201,100,82,81,Spaced Random Player
202,95,43,98,Random Target Player
203,98,94,60,Spaced Random Player
204,97,37,56,Random Target Player
205,100,73,51,Spaced Random Player
206,94,36,93,Random Target Player
207,96,57,49,Spaced Random Player
208,93,83,68,Spaced Random Player
209,100,97,98,Random Target Player
210,100,96,94,Spaced Random Player
211,100,51,90,Random Target Player
212,97,65,65,Tie
213,97,50,65,Random Target Player
214,97,76,81,Random Target Player
215,93,77,61,Spaced Random Player
216,95,80,89,Random Target Player
217,99,51,72,Random Target Player
218,97,63,56,Spaced Random Player
219,93,74,60,Spaced Random Player
220,100,67,69,Random Target Player
221,94,36,65,Random Target Player
222,99,53,58,Random Target Player
223,93,44,59,Random Target Player
224,76,48,65,Random Target Player
225,93,37,84,Random Target Player
226,88,84,64,Spaced Random Player
227,95,79,86,Random Target Player
228,97,43,80,Random Target Player
229,99,49,70,Random Target Player
230,95,88,77,Spaced Random Player
231,97,50,75,Random Target Player
232,98,69,49,Spaced Random Player
233,99,92,62,Spaced Random Player
234,97,91,59,Spaced Random Player
235,98,78,69,Spaced Random Player
236,99,54,30,Spaced Random Player
237,87,48,69,Random Target Player
238,100,80,71,Spaced Random Player
239,92,88,58,Spaced Random Player
240,98,58,52,Spaced Random Player
241,100,84,42,Spaced Random Player
242,98,78,39,Spaced Random Player
243,99,86,54,Spaced Random Player
244,98,71,69,Spaced Random Player
245,95,66,64,Spaced Random Player
246,98,44,47,Random Target Player
247,99,45,59,Random Target Player
248,99,43,68,Random Target Player
249,99,60,86,Random Target Player
250,99,66,88,Random Target Player
251,97,73,53,Spaced Random Player
252,96,92,58,Spaced Random Player
253,96,66,65,Spaced Random Player
254,99,70,81,Random Target Player
255,88,48,93,Random Target Player
256,79,62,58,Spaced Random Player
257,100,43,100,Random Target Player
258,100,61,65,Random Target Player
259,100,44,63,Random Target Player
260,95,44,76,Random Target Player
261,100,69,67,Spaced Random Player
262,96,47,45,Spaced Random Player
263,99,42,65,Random Target Player
264,95,66,82,Random Target Player
265,97,74,48,Spaced Random Player
266,100,65,68,Random Target Player
267,93,47,55,Random Target Player
268,97,95,49,Spaced Random Player
269,99,55,73,Random Target Player
270,100,97,82,Spaced Random Player
271,98,79,77,Spaced Random Player
272,98,65,59,Spaced Random Player
273,89,64,52,Spaced Random Player
274,92,95,58,Spaced Random Player
275,96,68,90,Random Target Player
276,99,82,66,Spaced Random Player
277,98,65,51,Spaced Random Player
278,93,37,84,Random Target Player
279,93,41,52,Random Target Player
280,98,82,69,Spaced Random Player
281,99,63,63,Tie
282,100,61,48,Spaced Random Player
283,100,72,65,Spaced Random Player
284,98,76,79,Random Target Player
285,97,58,45,Spaced Random Player
286,100,51,37,Spaced Random Player
287,99,89,86,Spaced Random Player
288,93,41,77,Random Target Player
289,99,52,63,Random Target Player
290,98,95,64,Spaced Random Player
291,98,88,89,Random Target Player
292,99,81,87,Random Target Player
293,86,80,60,Spaced Random Player
294,90,36,49,Random Target Player
295,97,69,82,Random Target Player
296,96,74,77,Random Target Player
297,100,73,37,Spaced Random Player
298,97,68,44,Spaced Random Player
299,99,80,55,Spaced Random Player
300,99,87,56,Spaced Random Player
301,100,73,56,Spaced Random Player
302,98,85,87,Random Target Player
303,83,47,65,Random Target Player
304,98,70,38,Spaced Random Player
305,92,93,65,Spaced Random Player
306,83,60,76,Random Target Player
307,97,53,61,Random Target Player
308,84,74,57,Spaced Random Player
309,96,75,62,Spaced Random Player
310,100,69,74,Random Target Player
311,100,54,92,Random Target Player
312,92,68,80,Random Target Player
313,97,87,100,Random Target Player
314,92,67,72,Random Target Player
315,94,65,45,Spaced Random Player
316,100,53,41,Spaced Random Player
317,96,83,42,Spaced Random Player
318,99,67,46,Spaced Random Player
319,99,99,66,Spaced Random Player
320,99,63,73,Random Target Player
321,97,89,47,Spaced Random Player
322,99,56,52,Spaced Random Player
323,94,70,69,Spaced Random Player
324,92,82,74,Spaced Random Player
325,99,96,65,Spaced Random Player
326,100,73,42,Spaced Random Player
327,98,47,70,Random Target Player
328,99,39,100,Random Target Player
329,96,70,84,Random Target Player
330,72,80,66,Spaced Random Player
331,98,97,46,Spaced Random Player
332,98,76,47,Spaced Random Player
333,99,65,43,Spaced Random Player
334,93,61,50,Spaced Random Player
335,97,68,100,Random Target Player
336,100,84,47,Spaced Random Player
337,97,81,52,Spaced Random Player
338,89,61,63,Random Target Player
339,97,84,92,Random Target Player
340,99,45,85,Random Target Player
341,93,58,57,Spaced Random Player
342,100,79,48,Spaced Random Player
343,91,97,46,Spaced Random Player
344,97,76,54,Spaced Random Player
345,87,65,87,Random Target Player
346,93,52,66,Random Target Player
347,97,77,71,Spaced Random Player
348,92,45,79,Random Target Player
349,97,60,76,Random Target Player
350,99,85,63,Spaced Random Player
351,98,78,90,Random Target Player
352,99,62,100,Random Target Player
353,87,77,66,Spaced Random Player
354,100,79,92,Random Target Player
355,90,67,100,Random Target Player
356,100,73,72,Spaced Random Player
357,82,73,80,Random Target Player
358,98,67,72,Random Target Player
359,94,65,44,Spaced Random Player
360,98,70,56,Spaced Random Player
361,96,76,63,Spaced Random Player
362,98,66,73,Random Target Player
363,91,95,43,Spaced Random Player
364,98,50,53,Random Target Player
365,98,36,66,Random Target Player
366,92,70,48,Spaced Random Player
367,98,51,67,Random Target Player
368,96,61,84,Random Target Player
369,89,54,92,Random Target Player
370,75,59,73,Random Target Player
371,94,71,76,Random Target Player
372,98,57,78,Random Target Player
373,100,63,52,Spaced Random Player
374,100,88,80,Spaced Random Player
375,91,67,51,Spaced Random Player
376,95,84,72,Spaced Random Player
377,84,42,77,Random Target Player
378,99,63,72,Random Target Player
379,89,90,70,Spaced Random Player
380,97,63,57,Spaced Random Player
381,97,58,87,Random Target Player
382,91,55,84,Random Target Player
383,97,79,89,Random Target Player
384,96,50,94,Random Target Player
385,99,66,83,Random Target Player
386,100,67,40,Spaced Random Player
387,94,52,62,Random Target Player
388,96,88,47,Spaced Random Player
389,97,62,61,Spaced Random Player
390,95,77,65,Spaced Random Player
391,92,79,55,Spaced Random Player
392,97,99,69,Spaced Random Player
393,88,61,51,Spaced Random Player
394,88,61,47,Spaced Random Player
395,83,89,89,Random Player
396,94,67,56,Spaced Random Player
397,95,75,73,Spaced Random Player
398,96,75,70,Spaced Random Player
399,98,59,75,Random Target Player
400,97,56,46,Spaced Random Player
401,97,57,52,Spaced Random Player
402,98,64,100,Random Target Player
403,81,42,35,Spaced Random Player
404,98,53,68,Random Target Player
405,100,93,54,Spaced Random Player
406,96,63,60,Spaced Random Player
407,81,51,51,Tie
408,93,82,48,Spaced Random Player
409,91,87,68,Spaced Random Player
410,93,57,97,Random Target Player
411,91,41,44,Random Target Player
412,91,58,77,Random Target Player
413,100,56,65,Random Target Player
414,98,91,63,Spaced Random Player
415,100,72,43,Spaced Random Player
416,89,67,29,Spaced Random Player
417,99,58,68,Random Target Player
418,100,78,49,Spaced Random Player
419,94,66,43,Spaced Random Player
420,96,74,80,Random Target Player
421,85,62,53,Spaced Random Player
422,99,60,85,Random Target Player
423,74,97,40,Spaced Random Player
424,100,95,58,Spaced Random Player
425,100,33,94,Random Target Player
426,99,48,86,Random Target Player
427,100,73,75,Random Target Player
428,97,80,74,Spaced Random Player
429,97,54,54,Tie
430,82,100,89,Random Player
431,97,53,66,Random Target Player
432,89,77,83,Random Target Player
433,100,68,66,Spaced Random Player
434,98,30,73,Random Target Player
435,97,56,64,Random Target Player
436,98,46,73,Random Target Player
437,93,69,93,Random Target Player
438,87,68,54,Spaced Random Player
439,98,36,53,Random Target Player
440,87,88,47,Spaced Random Player
441,99,61,78,Random Target Player
442,99,41,59,Random Target Player
443,100,46,76,Random Target Player
444,100,50,86,Random Target Player
445,97,69,49,Spaced Random Player
446,93,74,46,Spaced Random Player
447,90,40,43,Random Target Player
448,95,75,80,Random Target Player
449,88,36,61,Random Target Player
450,100,55,52,Spaced Random Player
451,95,54,88,Random Target Player
452,88,86,41,Spaced Random Player
453,100,77,84,Random Target Player
454,96,37,71,Random Target Player
455,97,55,91,Random Target Player
456,84,40,58,Random Target Player
457,100,68,75,Random Target Player
458,89,63,67,Random Target Player
459,93,40,47,Random Target Player
460,97,81,98,Random Target Player
461,93,84,73,Spaced Random Player
462,98,73,47,Spaced Random Player
463,99,69,62,Spaced Random Player
464,97,42,62,Random Target Player
465,91,76,44,Spaced Random Player
466,99,60,51,Spaced Random Player
467,98,38,37,Spaced Random Player
468,99,73,75,Random Target Player
469,92,88,59,Spaced Random Player
470,80,42,54,Random Target Player
471,100,76,48,Spaced Random Player
472,100,70,48,Spaced Random Player
473,97,59,76,Random Target Player
474,95,48,67,Random Target Player
475,100,83,86,Random Target Player
476,99,85,53,Spaced Random Player
477,93,51,48,Spaced Random Player
478,94,46,55,Random Target Player
479,97,56,46,Spaced Random Player
480,96,40,60,Random Target Player
481,93,45,59,Random Target Player
482,100,51,51,Tie
483,96,32,77,Random Target Player
484,100,62,85,Random Target Player
485,100,88,59,Spaced Random Player
486,100,82,48,Spaced Random Player
487,99,65,46,Spaced Random Player
488,100,62,78,Random Target Player
489,99,70,54,Spaced Random Player
490,98,43,84,Random Target Player
491,93,56,53,Spaced Random Player
492,99,74,75,Random Target Player
493,100,76,46,Spaced Random Player
494,98,86,50,Spaced Random Player
495,98,91,80,Spaced Random Player
496,100,70,83,Random Target Player
497,97,99,76,Spaced Random Player
498,97,86,52,Spaced Random Player
499,93,54,67,Random Target Player
500,100,61,50,Spaced Random Player
501,99,64,95,Random Target Player
502,100,55,97,Random Target Player
503,100,47,93,Random Target Player
504,97,33,51,Random Target Player
505,94,73,62,Spaced Random Player
506,99,54,67,Random Target Player
507,100,61,77,Random Target Player
508,88,46,63,Random Target Player
509,96,61,56,Spaced Random Player
510,99,70,39,Spaced Random Player
511,100,76,38,Spaced Random Player
512,97,95,47,Spaced Random Player
513,98,63,86,Random Target Player
514,95,73,46,Spaced Random Player
515,100,70,39,Spaced Random Player
516,100,61,64,Random Target Player
517,94,39,54,Random Target Player
518,98,67,81,Random Target Player
519,100,52,48,Spaced Random Player
520,97,59,50,Spaced Random Player
521,94,51,54,Random Target Player
522,99,81,67,Spaced Random Player
523,99,70,95,Random Target Player
524,99,99,63,Spaced Random Player
525,97,66,63,Spaced Random Player
526,98,57,51,Spaced Random Player
527,98,96,50,Spaced Random Player
528,94,53,66,Random Target Player
529,97,47,65,Random Target Player
530,90,64,94,Random Target Player
531,96,56,60,Random Target Player
532,99,47,50,Random Target Player
533,94,72,81,Random Target Player
534,93,73,68,Spaced Random Player
535,92,55,60,Random Target Player
536,95,77,65,Spaced Random Player
537,93,36,47,Random Target Player
538,98,60,48,Spaced Random Player
539,99,62,36,Spaced Random Player
540,90,63,52,Spaced Random Player
541,99,50,55,Random Target Player
542,98,62,73,Random Target Player
543,99,50,87,Random Target Player
544,100,83,83,Tie
545,94,63,80,Random Target Player
546,92,85,64,Spaced Random Player
547,92,66,69,Random Target Player
548,100,51,59,Random Target Player
549,87,66,52,Spaced Random Player
550,93,77,39,Spaced Random Player
551,98,38,69,Random Target Player
552,93,88,56,Spaced Random Player
553,93,73,94,Random Target Player
554,99,88,96,Random Target Player
555,98,77,54,Spaced Random Player
556,94,72,70,Spaced Random Player
557,95,68,76,Random Target Player
558,95,99,38,Spaced Random Player
559,78,67,50,Spaced Random Player
560,90,78,84,Random Target Player
561,95,82,87,Random Target Player
562,93,57,86,Random Target Player
563,99,62,94,Random Target Player
564,97,95,84,Spaced Random Player
565,78,52,71,Random Target Player
566,100,54,54,Tie
567,99,54,94,Random Target Player
568,99,53,70,Random Target Player
569,90,53,44,Spaced Random Player
570,99,56,80,Random Target Player
571,100,55,56,Random Target Player
572,100,60,41,Spaced Random Player
573,86,75,70,Spaced Random Player
574,100,55,85,Random Target Player
575,96,79,46,Spaced Random Player
576,99,64,54,Spaced Random Player
577,94,40,64,Random Target Player
578,98,66,45,Spaced Random Player
579,100,77,59,Spaced Random Player
580,87,72,56,Spaced Random Player
581,87,70,98,Random Target Player
582,84,47,55,Random Target Player
583,100,99,48,Spaced Random Player
584,88,42,57,Random Target Player
585,97,69,88,Random Target Player
586,100,74,63,Spaced Random Player
587,99,53,53,Tie
588,93,68,92,Random Target Player
589,98,28,57,Random Target Player
590,94,60,54,Spaced Random Player
591,97,76,85,Random Target Player
592,95,74,47,Spaced Random Player
593,92,73,78,Random Target Player
594,99,64,60,Spaced Random Player
595,100,53,85,Random Target Player
596,93,54,64,Random Target Player
597,95,77,70,Spaced Random Player
598,99,83,91,Random Target Player
599,95,70,92,Random Target Player
600,99,49,61,Random Target Player
601,100,80,67,Spaced Random Player
602,100,68,47,Spaced Random Player
603,99,47,49,Random Target Player
604,91,80,88,Random Target Player
605,97,48,56,Random Target Player
606,98,68,39,Spaced Random Player
607,93,68,64,Spaced Random Player
608,100,59,56,Spaced Random Player
609,98,42,56,Random Target Player
610,85,56,67,Random Target Player
611,100,100,52,Spaced Random Player
612,73,75,75,Random Player
613,99,72,97,Random Target Player
614,96,75,52,Spaced Random Player
615,90,58,43,Spaced Random Player
616,96,55,43,Spaced Random Player
617,97,85,50,Spaced Random Player
618,98,50,55,Random Target Player
619,100,82,78,Spaced Random Player
620,92,64,71,Random Target Player
621,91,74,64,Spaced Random Player
622,97,96,54,Spaced Random Player
623,97,63,48,Spaced Random Player
624,99,48,54,Random Target Player
625,100,73,42,Spaced Random Player
626,100,75,74,Spaced Random Player
627,95,56,50,Spaced Random Player
628,98,92,87,Spaced Random Player
629,96,77,88,Random Target Player
630,99,75,51,Spaced Random Player
631,97,57,49,Spaced Random Player
632,97,65,57,Spaced Random Player
633,99,91,63,Spaced Random Player
634,100,90,67,Spaced Random Player
635,100,87,68,Spaced Random Player
636,89,41,53,Random Target Player
637,96,51,61,Random Target Player
638,95,86,60,Spaced Random Player
639,79,55,67,Random Target Player
640,98,53,73,Random Target Player
641,98,56,91,Random Target Player
642,94,36,65,Random Target Player
643,92,79,45,Spaced Random Player
644,94,50,90,Random Target Player
645,84,61,38,Spaced Random Player
646,96,63,51,Spaced Random Player
647,99,93,60,Spaced Random Player
648,83,41,56,Random Target Player
649,94,67,58,Spaced Random Player
650,97,70,83,Random Target Player
651,99,88,54,Spaced Random Player
652,96,90,72,Spaced Random Player
653,99,60,72,Random Target Player
654,94,58,51,Spaced Random Player
655,90,43,87,Random Target Player
656,99,88,49,Spaced Random Player
657,86,81,55,Spaced Random Player
658,91,63,64,Random Target Player
659,98,67,58,Spaced Random Player
660,99,56,59,Random Target Player
661,100,62,51,Spaced Random Player
662,95,42,71,Random Target Player
663,97,97,70,Spaced Random Player
664,90,85,37,Spaced Random Player
665,98,54,60,Random Target Player
666,99,65,66,Random Target Player
667,99,59,56,Spaced Random Player
668,95,80,54,Spaced Random Player
669,99,61,58,Spaced Random Player
670,82,61,91,Random Target Player
671,98,73,86,Random Target Player
672,100,49,81,Random Target Player
673,90,49,77,Random Target Player
674,98,83,45,Spaced Random Player
675,100,46,35,Spaced Random Player
676,95,90,58,Spaced Random Player
677,97,53,81,Random Target Player
678,93,57,55,Spaced Random Player
679,100,57,71,Random Target Player
680,100,76,66,Spaced Random Player
681,96,58,81,Random Target Player
682,100,83,67,Spaced Random Player
683,100,59,42,Spaced Random Player
684,91,74,65,Spaced Random Player
685,99,33,73,Random Target Player
686,97,65,55,Spaced Random Player
687,98,65,78,Random Target Player
688,100,98,68,Spaced Random Player
689,100,82,52,Spaced Random Player
690,99,83,50,Spaced Random Player
691,97,83,57,Spaced Random Player
692,88,78,56,Spaced Random Player
693,89,51,88,Random Target Player
694,94,47,89,Random Target Player
695,89,86,97,Random Target Player
696,98,59,56,Spaced Random Player
697,77,39,44,Random Target Player
698,92,87,55,Spaced Random Player
699,73,67,57,Spaced Random Player
700,93,84,53,Spaced Random Player
701,95,72,80,Random Target Player
702,98,60,70,Random Target Player
703,99,79,56,Spaced Random Player
704,98,54,64,Random Target Player
705,90,66,45,Spaced Random Player
706,84,78,47,Spaced Random Player
707,100,80,76,Spaced Random Player
708,95,72,83,Random Target Player
709,85,49,60,Random Target Player
710,98,98,84,Spaced Random Player
711,91,46,83,Random Target Player
712,92,71,94,Random Target Player
713,97,52,65,Random Target Player
714,99,43,54,Random Target Player
715,98,43,76,Random Target Player
716,99,67,66,Spaced Random Player
717,99,64,83,Random Target Player
718,100,60,66,Random Target Player
719,96,84,97,Random Target Player
720,92,53,49,Spaced Random Player
721,99,87,88,Random Target Player
722,94,47,94,Random Target Player
723,99,70,42,Spaced Random Player
724,100,100,100,Tie
725,99,89,69,Spaced Random Player
726,95,54,55,Random Target Player
727,99,64,93,Random Target Player
728,100,74,88,Random Target Player
729,98,45,42,Spaced Random Player
730,99,86,62,Spaced Random Player
731,93,64,55,Spaced Random Player
732,98,62,72,Random Target Player
733,81,79,59,Spaced Random Player
734,97,57,49,Spaced Random Player
735,97,84,66,Spaced Random Player
736,91,79,72,Spaced Random Player
737,97,74,48,Spaced Random Player
738,97,56,60,Random Target Player
739,94,90,88,Spaced Random Player
740,94,42,79,Random Target Player
741,98,60,41,Spaced Random Player
742,98,55,63,Random Target Player
743,92,86,91,Random Target Player
744,87,55,61,Random Target Player
745,98,52,96,Random Target Player
746,91,64,62,Spaced Random Player
747,91,93,56,Spaced Random Player
748,99,38,65,Random Target Player
749,97,74,62,Spaced Random Player
750,92,92,63,Spaced Random Player
751,99,100,60,Spaced Random Player
752,100,64,48,Spaced Random Player
753,93,89,46,Spaced Random Player
754,99,84,93,Random Target Player
755,100,63,50,Spaced Random Player
756,99,67,81,Random Target Player
757,96,74,36,Spaced Random Player
758,97,72,64,Spaced Random Player
759,97,80,77,Spaced Random Player
760,97,76,76,Tie
761,91,88,64,Spaced Random Player
762,98,70,80,Random Target Player
763,98,73,56,Spaced Random Player
764,94,62,80,Random Target Player
765,92,48,50,Random Target Player
766,96,40,85,Random Target Player
767,100,81,54,Spaced Random Player
768,83,57,56,Spaced Random Player
769,99,68,72,Random Target Player
770,100,80,62,Spaced Random Player
771,95,34,100,Random Target Player
772,93,88,44,Spaced Random Player
773,100,74,82,Random Target Player
774,93,54,86,Random Target Player
775,96,58,50,Spaced Random Player
776,99,80,58,Spaced Random Player
777,100,61,56,Spaced Random Player
778,99,63,65,Random Target Player
779,99,76,77,Random Target Player
780,99,69,86,Random Target Player
781,100,51,70,Random Target Player
782,99,62,96,Random Target Player
783,97,73,39,Spaced Random Player
784,90,84,68,Spaced Random Player
785,100,41,40,Spaced Random Player
786,95,53,57,Random Target Player
787,93,72,50,Spaced Random Player
788,97,65,69,Random Target Player
789,100,41,60,Random Target Player
790,94,78,98,Random Target Player
791,100,67,77,Random Target Player
792,98,61,45,Spaced Random Player
793,98,49,74,Random Target Player
794,93,60,77,Random Target Player
795,93,72,40,Spaced Random Player
796,92,86,42,Spaced Random Player
797,95,62,81,Random Target Player
798,97,64,35,Spaced Random Player
799,99,61,56,Spaced Random Player
800,98,69,94,Random Target Player
801,96,73,78,Random Target Player
802,94,69,86,Random Target Player
803,94,76,79,Random Target Player
804,98,75,45,Spaced Random Player
805,80,66,82,Random Target Player
806,99,63,70,Random Target Player
807,82,61,82,Random Target Player
808,99,47,36,Spaced Random Player
809,97,74,61,Spaced Random Player
810,100,92,83,Spaced Random Player
811,94,52,59,Random Target Player
812,91,51,78,Random Target Player
813,100,40,69,Random Target Player
814,100,98,76,Spaced Random Player
815,93,83,54,Spaced Random Player
816,100,86,79,Spaced Random Player
817,100,67,58,Spaced Random Player
818,100,54,45,Spaced Random Player
819,97,91,27,Spaced Random Player
820,100,79,85,Random Target Player
821,94,58,80,Random Target Player
822,86,79,55,Spaced Random Player
823,97,56,63,Random Target Player
824,93,72,55,Spaced Random Player
825,95,37,62,Random Target Player
826,96,59,98,Random Target Player
827,90,42,60,Random Target Player
828,88,47,51,Random Target Player
829,97,56,49,Spaced Random Player
830,99,37,58,Random Target Player
831,98,65,73,Random Target Player
832,94,100,68,Spaced Random Player
833,97,43,89,Random Target Player
834,95,43,81,Random Target Player
835,99,65,47,Spaced Random Player
836,97,78,55,Spaced Random Player
837,95,60,67,Random Target Player
838,94,60,43,Spaced Random Player
839,96,77,73,Spaced Random Player
840,100,61,69,Random Target Player
841,100,63,73,Random Target Player
842,98,58,53,Spaced Random Player
843,90,41,67,Random Target Player
844,98,49,52,Random Target Player
845,93,52,79,Random Target Player
846,95,77,83,Random Target Player
847,79,38,60,Random Target Player
848,99,61,44,Spaced Random Player
849,97,56,68,Random Target Player
850,96,76,81,Random Target Player
851,96,45,66,Random Target Player
852,91,75,77,Random Target Player
853,99,60,61,Random Target Player
854,97,68,38,Spaced Random Player
