moves
57
61
98
61
47
63
56
38
59
60
61
52
51
53
61
46
80
61
61
45
60
41
56
45
58
50
66
58
43
95
61
45
77
55
53
62
46
74
27
58
65
45
82
33
64
47
60
46
62
47
56
45
56
43
81
47
50
56
24
85
94
42
37
52
58
72
52
84
44
62
61
51
92
57
56
59
47
62
53
63
46
63
37
56
48
65
54
59
98
68
48
44
54
48
60
92
41
43
43
53
51
48
45
53
58
57
65
35
52
45
53
67
57
39
53
44
55
52
55
61
51
60
66
99
58
34
49
44
68
80
36
59
52
54
62
72
95
49
52
79
62
50
97
35
68
46
40
62
52
46
53
57
43
83
96
51
60
37
63
54
37
47
47
49
50
54
53
40
40
53
49
67
54
48
54
65
45
41
57
41
51
45
35
77
75
94
44
70
52
46
51
78
54
49
43
61
53
59
40
63
55
66
82
67
37
42
78
39
53
53
39
35
53
59
57
51
46
43
46
65
50
58
41
59
48
59
59
39
61
34
43
94
48
42
62
44
66
65
54
57
91
61
46
57
62
47
52
66
41
45
47
54
46
56
43
47
44
51
45
72
53
52
43
49
58
38
69
50
64
50
45
50
53
33
48
100
40
84
47
62
49
47
62
54
63
73
41
54
70
39
89
65
41
64
39
56
48
45
53
77
53
57
86
59
44
51
51
44
80
50
66
40
52
71
55
54
43
74
48
42
51
93
52
59
48
33
43
43
57
45
59
47
89
34
62
42
38
76
90
47
33
55
93
53
46
57
60
45
57
58
43
51
56
57
51
80
48
49
59
88
49
59
40
65
47
45
42
58
51
53
99
57
62
49
68
60
50
60
46
46
45
66
59
63
60
86
39
87
50
51
75
62
40
46
66
54
40
71
64
49
59
98
53
49
27
53
52
62
55
53
44
45
46
57
38
55
51
52
65
51
55
80
59
58
46
24
63
94
61
59
33
46
80
98
50
45
62
44
68
65
42
68
48
94
39
51
46
37
49
71
49
66
43
78
57
55
45
58
57
85
63
23
30
64
45
59
40
47
41
55
77
71
36
63
77
54
62
63
42
38
47
48
36
51
39
56
51
50
58
95
48
52
51
59
59
34
95
53
55
48
53
59
48
54
52
44
47
89
59
63
58
40
73
40
32
59
62
38
58
59
91
49
61
82
65
42
57
41
88
63
47
55
35
61
31
60
60
53
50
45
57
61
59
46
45
45
52
43
33
42
70
48
62
45
64
42
63
